#     surf                  Re[Psi]                  Im[Psi]               Population
      1988  1.8965840043332982E-012  3.8716341897032648E-012  1.8586582184372186E-023
      1989 -2.6709113859465996E-012  2.2207417064725133E-012  1.2065461358445636E-023
      1990  1.0479243024831401E-011 -1.2931805452210021E-011  2.7704612662728637E-022
      1991 -1.7831028709217413E-011  9.2907173708841584E-012  4.0426301409458426E-022
      1992  2.2809833650147480E-011 -1.1649577563603373E-011  6.5600116855781137E-022
      1993 -1.5635451198191423E-011  7.5313597108055542E-012  3.0118871326457069E-022
      1994  9.5387389257716171E-003  6.6584258314732513E-003  1.3532217484726091E-004
      1995 -3.6411593661367354E-006  4.1314404114045426E-007  1.3428729528335137E-011
      1996  5.6368808180364445E-010 -7.1346135414654211E-010  8.2677135742808965E-019
      1997  1.5818892196586855E-010  5.4340657348058888E-011  2.7976642073742795E-020
      1998 -7.5381656869093262E-010  1.9047550002035276E-010  6.0452033534097490E-019
      1999 -1.1271384671531737E-009  6.2129757413129179E-010  1.6564517997578340E-018
      2000  2.2088150422655704E-009 -9.3615487526312080E-010  5.7552498414175628E-018
      2001 -2.0663132328108000E-009  4.1268866244701116E-010  4.4399623082013223E-018
      2002 -8.9979847771898865E-010 -2.8856624431018052E-010  8.9290777786069204E-019
      2003  1.1557423185809539E-010  1.0027972601822837E-010  2.3413426519879740E-020
      2004  5.7154528503487669E-011 -1.3005413402257544E-010  2.0180717904817999E-020
      2005  7.6836560910127035E-011  2.6089566050072556E-011  6.5845225491767601E-021
      2006  9.3398621870825590E-011 -4.0557146883608606E-011  1.0368184730708063E-020
      2007  8.1107669236319553E-011  1.5673366994818460E-010  3.1143897304374680E-020
      2008  1.4059335770861184E-010 -1.5794464349754580E-010  4.4713002641348521E-020
      2009  2.5012045597158093E-010  5.4027439275499296E-011  6.5479206690099321E-020
      2010 -9.8049471398626349E-011 -2.9582652391561029E-010  9.7127031093543199E-020
      2011  2.3394679201567901E-010 -3.0124230176740150E-010  1.4547802586854956E-019
      2012 -4.1604984576410588E-010 -9.7080076724888580E-012  1.7319171957330539E-019
      2013 -1.8141608594721973E-010 -5.1289314676602401E-011  3.5542390040404563E-020
      2014  4.7122550334342045E-010 -6.8237024023691293E-010  6.8768261976224219E-019
      2015 -1.1169638453224910E-010 -1.5610110530485961E-010  3.6843637394974923E-020
      2016  2.1393189979689908E-010  1.0543044794271206E-010  5.6882437104111380E-020
      2017 -5.7731765841683139E-011 -9.9447766701794074E-011  1.3222815089173395E-020
      2018  4.8121091625100567E-012 -2.3983419358865233E-011  5.9836079873510487E-022
      2019  1.1946432585279381E-011  1.0631125718938558E-012  1.4384745985514375E-022
      2020 -7.8915513078309659E-012 -2.4102053013614648E-012  6.8085671638839534E-023
      2021 -7.1892554436887196E-013 -1.7638928078895643E-012  3.6281717760706106E-024
      2022  8.8087622125081460E-013 -2.2996924126236288E-012  6.0645281098438012E-024
      2023 -5.8074678035689120E-013  3.9469029197022569E-012  1.5915309480449097E-023
      2024  3.4915091152650945E-013 -4.7177063913749261E-014  1.2413203437931441E-025
      2025 -1.2320094645148498E-012  5.3606860873538512E-014  1.5207210161868819E-024
      2026  1.6504432035321604E-012 -1.5067856209043985E-012  4.9943656754497544E-024
      2027  2.8150740185285350E-014  1.8504128756995840E-012  3.4248202747277838E-024
      2028 -1.6022452733198209E-012  2.0703786280569985E-012  6.8536575793908877E-024
      2029  5.0679089320895321E-012 -2.9012867677630314E-012  3.4101165852749715E-023
      2030 -6.8727405788474206E-012  3.3888459920726542E-012  5.8718840222122875E-023
      2031 -1.5154316864294209E-003 -1.1366206698568014E-002  1.3148718791080672E-004
      2032  2.7542497238261552E-006  2.3495876399385554E-006  1.3106453618948483E-011
      2033  6.4431623914407724E-010 -2.6798653094659770E-010  4.8696019679355951E-019
      2034  1.6370684986512727E-010  2.8557920837497180E-010  1.0835541694883889E-019
      2035 -7.8300589821746187E-010 -5.1450460405198409E-010  8.7781322423402322E-019
      2036  1.6832923409749601E-009  1.1926607528597118E-009  4.2559127765968554E-018
      2037  2.5296055831279178E-009  1.3928972770708667E-009  8.3390672306633675E-018
      2038 -1.5091332109934726E-009 -1.5487782866835942E-009  4.6761972298260387E-018
      2039  1.0801345801924338E-010  7.8346928741821455E-010  6.2549103144087975E-019
      2040 -7.5019379982136021E-011 -8.7827535867343140E-011  1.3341583429433556E-020
      2041  5.4126333778758326E-013  8.7252575871169007E-011  7.6133049621549372E-021
      2042  1.5854955938439517E-010 -6.7760519908059092E-011  2.9729450839196322E-020
      2043  8.4897086201886428E-011  1.2645588198742415E-010  2.3198605334787878E-020
      2044  8.0656308305047857E-011 -5.3762603703825411E-011  9.3958576264135140E-021
      2045  3.8907866109200352E-011  7.6916070044396888E-011  7.4299038762460299E-021
      2046  8.2592373541338777E-011 -4.9602710114574695E-011  9.2819290179025688E-021
      2047  8.1627102261572747E-011  3.1684745797960677E-011  7.6669069399026410E-021
      2048 -1.4155132007034549E-010  2.0931003102525295E-012  2.0041157282566172E-020
      2049 -4.3723369397306723E-010 -2.5849385152473529E-010  2.5799237442142571E-019
      2050  2.5763769944237381E-010  7.7535011556573644E-010  6.6754498588175975E-019
      2051  4.7763587184347666E-010 -2.5626747566088449E-010  2.9380904515328008E-019
      2052 -2.0364402218062553E-010  1.0557405708427360E-010  5.2616769299136561E-020
      2053  1.2721514646096824E-010  1.2654886050119794E-010  3.2198307583237259E-020
      2054  3.0784572533008735E-011  5.8949678339591022E-011  4.4227544823813223E-021
      2055 -9.1830147236015336E-012 -5.1351256271616467E-012  1.1069727462061485E-022
      2056 -1.2480823197040296E-012 -4.2460290004342222E-012  1.9586471749286232E-023
      2057  2.4371765705847772E-012 -6.3729594506740403E-012  4.6554441796142942E-023
      2058 -7.0645203620495510E-012  2.8277703000151558E-012  5.7903732815460526E-023
      2059 -4.7305084919204065E-012 -1.0389743267671117E-012  2.3457178243812253E-023
      2060  2.1143147499624409E-012  8.1541993387841884E-013  5.1352365304750237E-024
      2061  5.4867985184940496E-013 -4.1670476930394678E-014  3.0278600847309151E-025
      2062  1.7261542735099852E-013  4.4962357341026923E-013  2.3195744352578761E-025
      2063  3.1897517784967923E-013  7.6957469529451850E-014  1.0766761620061101E-025
      2064  3.6020856601211711E-013 -5.2233683664870429E-013  4.0258598194868090E-025
      2065 -1.4125982816689583E-013  4.1049844580409755E-013  1.8846331306132054E-025
      2066 -5.6860324818873172E-013  2.6278060023170323E-013  3.9236329770891067E-025
      2067 -7.1748187413887771E-003  8.7728507313769143E-003  1.2844093392680409E-004
      2068 -1.9802797712899809E-007 -3.5879258891612715E-006  1.2912427265839503E-011
      2069  2.5671066881425300E-010  2.1921940581395465E-010  1.1395751536848442E-019
      2070  7.1159453825739370E-011  4.5534317702943152E-010  2.1240107673603375E-019
      2071 -3.5437009707153627E-010 -1.0710438406391875E-009  1.2727130742696312E-018
      2072 -1.0123372370975994E-009 -2.5128498836305221E-009  7.3392412192763288E-018
      2073  7.2091667533219046E-010  2.8549126877921820E-009  8.6702473076887994E-018
      2074 -5.7865664044856482E-010  1.8480900532890891E-009  3.7502803526012877E-018
      2075  7.1562938424096758E-010 -1.0872253591774443E-010  5.2394600540549173E-019
      2076  5.8167563849255982E-011  2.6432936314662524E-010  7.3253477705657747E-020
      2077 -8.9252225291403077E-011  8.0477020646534514E-011  1.4442510571610114E-020
      2078  4.8812777443752056E-011 -1.0132186031621480E-010  1.2648806619711813E-020
      2079 -1.7321765260640816E-010 -9.5750507187647584E-011  3.9172514801166046E-020
      2080  3.1190297151552711E-011 -2.6498810223830240E-010  7.1191528964259167E-020
      2081 -3.0028207584045734E-010  9.8065036967390215E-011  9.9786076546469779E-020
      2082 -2.9279985543583964E-010 -2.5305301732794108E-010  1.4976758492202386E-019
      2083 -8.3905715011148882E-011  4.8656526445075218E-010  2.4378592558156255E-019
      2084 -5.0964416649645726E-010  2.5168211965576278E-010  3.2308106579828637E-019
      2085  2.9303724902856587E-010 -2.4669396962096437E-011  8.6479408464703216E-020
      2086  1.0798665126071294E-010 -9.8325300149845548E-010  9.7844758180622445E-019
      2087  1.1446315038060000E-010  1.2746124543566993E-010  2.9348181883063938E-020
      2088  2.7172045084427307E-010  1.1848054822197083E-011  7.3972379810084804E-020
      2089  5.5298889040347923E-011  8.9328880163739940E-011  1.1037615960404523E-020
      2090 -2.4539125318789358E-011 -2.5724281343187348E-011  1.2639073220347056E-021
      2091 -2.2615052149568248E-012 -6.8444834021074590E-012  5.1961358879001411E-023
      2092  1.1298162008995846E-011 -3.0925129363318027E-012  1.3721210104289658E-022
      2093 -1.1334082912011970E-011 -5.2966094424907765E-012  1.5651550704264421E-022
      2094 -3.8035067740219114E-012 -9.8999695152535849E-012  1.1247606018298088E-022
      2095  1.4897956446595449E-012 -8.8156470417151894E-012  7.9935123826948311E-023
      2096  4.3861924001910043E-014 -1.6024992909462417E-012  2.5699278458603570E-024
      2097 -9.6618701742719620E-015 -2.3597148393854106E-013  5.5775892967421624E-026
      2098  7.7183246230630429E-014 -2.5071823786156174E-013  6.8816888295104774E-026
      2099 -5.9419660006286269E-013 -1.0807558440404687E-013  3.6474993147054189E-025
      2100  1.9667459661579216E-013 -4.9251243880248960E-014  4.1106581977736327E-026
      2101 -4.9082028391601684E-014  6.4096120042554910E-014  6.5173581155436032E-027
      2102  1.1202701329642240E-002 -8.5986881792851015E-004  1.2623989146521376E-004
      2103 -2.4168309905602901E-006  2.6304333374830739E-006  1.2760251579874976E-011
      2104  3.3815325307969353E-010 -4.9887661510386437E-010  3.6322549966586848E-019
      2105  1.0612945316882029E-010 -4.3246747310948288E-010  1.9829157612761411E-019
      2106 -3.8528354285466677E-010  1.1106092332841980E-009  1.3818962774507581E-018
      2107 -5.1555037974111489E-010  2.3556137673998822E-009  5.8147084152150735E-018
      2108  1.7528033097396160E-009 -1.9884099867546482E-009  7.0260937180597718E-018
      2109  1.9620206816600203E-009 -3.2131222905510220E-011  3.8505575707470544E-018
      2110 -4.7451683968930188E-010 -8.3728669775858052E-010  9.2621524539219123E-019
      2111  7.1171221801853026E-011 -7.5447365928448929E-011  1.0757647838309836E-020
      2112  1.1012259654698357E-010 -1.8378534884186720E-010  4.5904040719176534E-020
      2113 -1.8114021529636670E-010 -6.3338762416083655E-011  3.6823576422015173E-020
      2114  3.1895109150511427E-011 -1.2731934006587564E-010  1.7227512342533123E-020
      2115  8.6824465126522796E-011  7.6081793242067445E-011  1.3326927007435473E-020
      2116  8.2393659399842330E-011 -1.0609845647505479E-010  1.8045597575686320E-020
      2117  1.3315366411381038E-010  1.2527253121971759E-011  1.7886830337715386E-020
      2118 -1.4036043085390227E-010  2.1702861979610028E-011  2.0172064767599080E-020
      2119 -5.8358231403548470E-010 -6.3959651856842537E-011  3.4465915432065956E-019
      2120  7.7914858477703434E-010  7.3517278903491512E-010  1.1475515468974312E-018
      2121  3.2049617428280510E-010 -4.7925862089356259E-010  3.3240662343071372E-019
      2122 -2.0250772282721763E-010  1.8727545161782085E-010  7.6081472583323962E-020
      2123  2.0748423547600381E-010  5.8463801114439560E-011  4.6467724011810541E-020
      2124  1.7090652378863449E-011  4.4456121905674021E-011  2.2684371736273002E-021
      2125 -1.2727091279541932E-011 -1.6061176362525068E-011  4.1994023858592624E-022
      2126 -1.1318692764880597E-011 -2.6035106773560445E-013  1.2818058858423145E-022
      2127 -3.2066458530796947E-012 -4.8048673955617398E-012  3.3369328316005461E-023
      2128 -1.1027149909864319E-012  2.8715576872254090E-012  9.4618239024095461E-024
      2129 -3.9432757592552412E-012  1.3880278831824986E-012  1.7476045118022090E-023
      2130 -1.0217800509003635E-011 -1.6620185763634138E-012  1.0716575298997200E-022
      2131 -1.4231682889591802E-012 -4.6461185288651908E-013  2.2412721525416451E-024
      2132  9.6828133171418166E-014 -8.9401355332386068E-014  1.7368289708729447E-026
      2133  1.9177951454060647E-013 -6.3455035983149514E-014  4.0805923789053489E-026
      2134 -3.3361267834378514E-013  2.1623238262494184E-014  1.1176498358467044E-025
      2135  1.1421966010587816E-014  1.9005627103468954E-014  4.9167516914313698E-028
      2136 -8.3686898858890083E-003 -7.3897223361892210E-003  1.2464296661215488E-004
      2137  3.5387938262588318E-006 -1.2953668950038436E-007  1.2539841498694342E-011
      2138 -7.4675835512436095E-010  5.3084400493536644E-010  8.3944339852386045E-019
      2139 -2.8775369547393280E-010  1.4725407374906214E-010  1.0448595149459909E-019
      2140  1.0715344301803822E-009 -5.0150172249903028E-010  1.3996900127314909E-018
      2141  1.8596941597996109E-009 -5.6730569473340024E-010  3.7802981192697269E-018
      2142 -2.7168276035260138E-009 -7.6963299291516712E-010  7.9734871710644597E-018
      2143 -1.0981837484302868E-009 -2.0185467381660030E-009  5.2805384794770065E-018
      2144 -4.4574459575629599E-010  7.2774284864713948E-010  7.2829789840299712E-019
      2145 -3.3904034180910070E-011 -2.8053291022895274E-010  7.9848197255265972E-020
      2146  4.4574896006087994E-011  9.7117264178400286E-011  1.1418684355450751E-020
      2147  2.2110887455533774E-010 -2.0288018452920730E-011  4.9300738099874133E-020
      2148  1.3506653386537884E-010  3.0501180207769367E-010  1.1127516797708970E-019
      2149 -2.4832257562340169E-010  2.9506948358540444E-010  1.4873010170759733E-019
      2150  4.6728040703454203E-010  9.0735132680221840E-011  2.2658384310086474E-019
      2151  2.2027074835768448E-010  5.8322883688759653E-010  3.8867507875931303E-019
      2152  4.4374726128417297E-010 -6.2839862838096261E-010  5.9179646804827928E-019
      2153  4.3172676972568008E-010 -1.9643054119488650E-010  2.2497296121188637E-019
      2154  4.7630139937373663E-010  1.0792686794254518E-009  1.3916839054341382E-018
      2155  1.3022776630190287E-010  8.8783860613928250E-011  2.4841845021496468E-020
      2156 -2.7801956052223148E-010  1.0762202755339388E-010  8.8877376847678204E-020
      2157  1.2026625012743535E-010  5.7678389818902230E-011  1.7790767571816087E-020
      2158  4.1772048675279152E-012  1.7760436837827126E-011  3.3288215717574575E-022
      2159 -1.1657442510048243E-011 -5.2829341901502846E-012  1.6380535953253871E-022
      2160  8.0742678517792978E-014 -2.6714025881485576E-012  7.1429111681010407E-024
      2161  7.7735826724111804E-012 -4.0607465418526164E-012  7.6918250041979340E-023
      2162  9.3868258161248188E-012  4.3855265832216549E-012  1.0734534231441118E-022
      2163 -1.9244644181946621E-012 -5.2927467215733011E-012  3.1716731155622247E-023
      2164 -1.5073781801118822E-012  8.2664242791146523E-012  7.0605959340213605E-023
      2165  5.0994157416824530E-013 -2.0116659345631197E-013  3.0050840738800513E-025
      2166 -6.7429944525299542E-014  4.7481660634669668E-014  6.8013055153109133E-027
      2167 -1.3370040866975663E-014  7.4047876968170454E-014  5.6618460762779078E-027
      2168 -1.2451012258139764E-013 -2.7365659765650333E-014  1.6251649959644000E-026
      2169  6.0292057776717054E-004  1.1083324553025466E-002  1.2320359637079225E-004
      2170 -2.5538423901860066E-006 -2.4012885178962065E-006  1.2288297500091135E-011
      2171  7.0154005483149046E-010 -4.6668197212296449E-010  7.0995051163755001E-019
      2172  3.5678447695036358E-010  3.3593222415335472E-010  2.4014562221736427E-019
      2173 -1.2935268774548963E-009 -5.4022648728299746E-010  1.9650564402603410E-018
      2174 -1.9683314323157702E-009 -1.9312142238152004E-009  7.6039170057083972E-018
      2175  1.1293241706879197E-009  3.2223068286029130E-009  1.1658634380160920E-017
      2176 -1.1161193884364289E-009  2.0043317803855426E-009  5.2630683751071872E-018
      2177  7.3055767620042921E-010  3.6371037470527399E-010  6.6599975492362198E-019
      2178 -7.3051208972126446E-011  2.9216934291627803E-010  9.0699404072418940E-020
      2179 -2.6232370635978064E-010  6.5009163855926191E-011  7.3039918303579082E-020
      2180 -7.6210784422065484E-011 -1.6002322299671551E-010  3.1415515560483078E-020
      2181 -1.2451518158506966E-010 -2.4261048581907502E-011  1.6092628923456548E-020
      2182  4.6101071155940411E-011 -2.0076654163246163E-010  4.2432513000784031E-020
      2183 -2.1352411421105533E-010  4.4823952673587170E-011  4.7601734082899784E-020
      2184 -1.5877727388273056E-010  2.7116140547966250E-011  2.5945507779848693E-020
      2185  6.2337426602963386E-010 -2.2989102596773474E-010  4.4144535936848236E-019
      2186  1.3256214570180206E-009  3.5840060218448376E-010  1.8857232389527804E-018
      2187 -1.4449594355549745E-011  6.0946104886375587E-010  3.7165156085914936E-019
      2188 -1.4618210936805277E-010  3.1749179835403053E-010  1.2217025112136972E-019
      2189 -2.0610086059730981E-010  2.5380889487024606E-011  4.3121754290104288E-020
      2190  6.0192440517997458E-011  2.8338488343451322E-011  4.4261998171045882E-021
      2191 -1.2265102491822935E-012  4.7138335032904529E-012  2.3724553688092756E-023
      2192 -2.3018758580056219E-012 -7.9287852127346639E-012  6.8164267415348994E-023
      2193 -1.0578949929144399E-011  1.4681758425337714E-012  1.1406972190794403E-022
      2194 -6.2692981547736788E-012 -1.0725872924051766E-011  1.5434844933635544E-022
      2195  5.6250876541010917E-012 -1.2122172077040999E-011  1.7858866698171300E-022
      2196 -1.1989067995908389E-011  4.4597457850097912E-012  1.6362708387742739E-022
      2197  5.4846977973757859E-012  8.6434979727409630E-013  3.0829010500586564E-023
      2198 -6.1013940552955656E-014  1.1630374884680053E-013  1.7249262937619264E-026
      2199 -2.7644823304644342E-015  2.2294535915626763E-014  5.0468869424862179E-028
      2200 -5.0332723464839129E-014 -4.5647458892658235E-014  4.6170735547448908E-027
      2201  7.4023388132046985E-003 -8.1845379070474272E-003  1.2178128065737303E-004
      2202  8.0133454620581256E-008  3.4890054526346981E-006  1.2179580419064084E-011
      2203 -2.3086855709759063E-010  4.7534785174024207E-010  2.7925587081038660E-019
      2204 -2.3445923827774618E-010 -8.0455371261694206E-010  7.0227781089948593E-019
      2205  8.2585953365864999E-010  1.5165988182609744E-009  2.9821159448854667E-018
      2206  5.3224384890611858E-010  3.5595547741306345E-009  1.2953713704734591E-017
      2207  1.8317580908826351E-009 -3.1181253594866553E-009  1.3078043460987779E-017
      2208  2.1839297734596043E-009  2.2429047724153099E-010  4.8198554735845522E-018
      2209 -4.0828093166380579E-012 -9.7686777137685283E-010  9.5428731208669517E-019
      2210  7.1811778100381561E-011 -7.9082204920335140E-011  1.1410926609000320E-020
      2211  2.0985897455873277E-010 -1.2195124201360328E-010  5.8912894631503284E-020
      2212  3.4551777171686041E-010  2.4511302100191947E-010  1.7946292363687188E-019
      2213  6.9652797833681482E-011 -4.8822381061718997E-010  2.4321400149962948E-019
      2214  5.4766130727170408E-010 -1.8754022197897337E-010  3.3510424234247452E-019
      2215 -5.9980936280015119E-010 -4.9093642217400988E-010  6.0078984231974107E-019
      2216  8.1443710752401819E-011 -1.0190493469921630E-009  1.0450946496262746E-018
      2217 -4.8517848486845775E-010  5.5200612619764539E-010  5.4010892553898308E-019
      2218  1.0951250010906540E-009  8.2557820826550125E-010  1.8808781459766803E-018
      2219 -1.4681115467030166E-010 -9.9014646823550927E-011  3.1357415421219764E-020
      2220 -2.7427988385579416E-010  2.6136819317960648E-010  1.4354278709392002E-019
      2221 -1.0110496885097255E-010  8.9736437354069724E-012  1.0302741008246140E-020
      2222  3.0396017585091182E-011  1.4472175137737601E-011  1.1333617382505227E-021
      2223  1.1681443168249524E-012 -1.8906076412603174E-012  4.9389583981223354E-024
      2224 -4.3890752360794290E-012 -6.7618952667023699E-013  1.9721213703944214E-023
      2225 -9.0242934874537739E-013 -6.5620084684301668E-013  1.2449782808744982E-024
      2226  1.7118321056362639E-012 -1.1747461726513618E-012  4.3103977280461080E-024
      2227 -1.9928630836653214E-012 -1.1295015836100235E-012  5.2472770976136042E-024
      2228 -4.3782174387853757E-012 -1.2991516929378189E-011  1.8794830006760446E-022
      2229 -6.8303686585571896E-013  2.8272371885737781E-012  8.4598094805725653E-024
      2230  5.1757637925041725E-014 -1.1978303188293557E-013  1.7026827810648076E-026
      2231 -3.0950113177802453E-014  1.8285459273856578E-015  9.6125308592733964E-028
      2232 -1.0980576749472844E-002  5.1344948769377222E-004  1.2083669612747659E-004
      2233  2.4284499038272380E-006 -2.5269365539609197E-006  1.2282777283142410E-011
      2234 -3.7323802151639434E-010 -5.4090368893725020E-010  4.3188342141139801E-019
      2235 -4.4227696140165264E-011  9.8024102895753380E-010  9.6282856395759136E-019
      2236 -2.1305488587213566E-010  1.8708701731629400E-009  3.5455475892247175E-018
      2237  1.6526136447714847E-009 -3.0055587035446564E-009  1.1764514979337927E-017
      2238  3.5057076667782052E-009 -1.9928283440327030E-010  1.2329699892995289E-017
      2239 -7.7145778260823569E-010 -2.2499828008746171E-009  5.6575697145784031E-018
      2240  5.9725696609713461E-010 -2.3599626092167467E-010  4.1241011872056496E-019
      2241  3.4686497468487889E-010 -3.2499707044599711E-010  2.2593840646162211E-019
      2242 -2.2069207641250660E-010 -8.0530361356564191E-011  5.5190131691482461E-020
      2243  1.4359093517229357E-010 -2.9893071279133560E-011  2.1511952374153175E-020
      2244 -4.5119279712200639E-011 -2.8769783245187258E-010  8.4805792199253543E-020
      2245  2.9002923797320728E-010 -2.0833960945648722E-010  1.2752235174780092E-019
      2246 -2.4374894903016608E-010  2.4132343722036616E-011  5.9995920166829031E-020
      2247 -4.9578817467662298E-010  5.2845681629328234E-010  5.2507252083600951E-019
      2248  1.7059835984562730E-009 -4.7372370352418680E-010  3.1347941854824857E-018
      2249 -2.7352540062898650E-010 -5.2980187507397440E-010  3.5550617162114674E-019
      2250 -8.0045839177511340E-012  4.7100665697509099E-010  2.2191134427854735E-019
      2251  2.1830713460153239E-010 -1.3624651571264374E-010  6.6221118061767257E-020
      2252 -5.3806458353085906E-011  1.0444376669395194E-011  3.0042199645145749E-021
      2253 -1.1433213217016754E-011 -9.6562175445813159E-013  1.3165078983844939E-022
      2254 -3.3472039096062653E-012  5.2277384330612834E-013  1.1477066503728527E-023
      2255 -5.4103522609297434E-013  6.1579464639573036E-012  3.8213023768837732E-023
      2256 -1.1513045018755585E-011  1.6730060472535832E-012  1.3534915483803983E-022
      2257  7.3454981255161178E-012  1.3197474303792703E-011  2.2812967071122952E-022
      2258 -5.5371120463777506E-012  1.1220761184321308E-011  1.5656509136971331E-022
      2259  9.2254250762174158E-012 -3.1003404982273838E-012  9.4720579041849931E-023
      2260 -8.9173543798871207E-013 -2.5255511693648370E-013  8.5897617845572105E-025
      2261  1.1200588252749061E-014 -1.9779256756821743E-014  5.1667217505989881E-028
      2262  8.1149389854314139E-003  7.4222304251276719E-003  1.2094173922096553E-004
      2263 -3.5198219117011185E-006  9.3750707734660924E-008  1.2397935485292067E-011
      2264  7.7680820703718165E-010  4.0332539555222475E-010  7.6610236521767941E-019
      2265  3.2122102241716604E-010 -6.7961116390481774E-010  5.6505427934679055E-019
      2266  1.3762132420229971E-009 -1.2643303152843931E-009  3.4924940336665808E-018
      2267 -3.0240919151637325E-009  1.8346814686932116E-010  9.1787924722743147E-018
      2268 -2.0041276635281206E-009 -3.1701235058084251E-009  1.4066210733797784E-017
      2269 -1.5636968602482044E-009  1.6296557414311476E-009  5.1009257063295952E-018
      2270  9.5696238437500934E-011  8.7890793085741262E-010  7.8163692097514544E-019
      2271 -2.2671568288327154E-010  1.5066324189250439E-010  7.4099413322787432E-020
      2272 -5.4322171153849957E-010 -3.5510654524222500E-011  2.9635083447155553E-019
      2273  2.5746436422985139E-010  5.5393509045810503E-010  3.7313198328911055E-019
      2274 -4.3856110559368313E-010  5.6027914298718271E-010  5.0624856140600567E-019
      2275  9.4645094115352696E-010  1.5396091335357536E-010  9.1947334685106409E-019
      2276  5.8725292556499415E-010  1.2018805704782591E-009  1.7893829042777902E-018
      2277  2.5979490337718348E-010 -1.0846078082989732E-009  1.2438674896438622E-018
      2278 -1.5829647471742598E-009 -1.3104020095795211E-010  2.5229489250635683E-018
      2279  2.2093559088800748E-010  1.4128967413231673E-010  6.8775307337449270E-020
      2280  1.4384544818019815E-010 -4.3813600720593848E-010  2.1265467377252425E-019
      2281  1.2962028179844833E-010 -7.7679725255740063E-011  2.2835557169316417E-020
      2282 -1.8892378226615391E-011  6.4691907085215713E-012  3.9877238348071316E-022
      2283 -1.0335998069529177E-011 -1.3479750158118139E-012  1.0864989273656372E-022
      2284 -9.0565111311012014E-013 -2.4131354945285500E-014  8.2078626096909504E-025
      2285 -3.7246519985868757E-012  1.2255733467302820E-013  1.3888052810859364E-023
      2286  7.9858124460421355E-013  3.9176545299033927E-012  1.5985749019906185E-023
      2287 -7.2940442583389628E-012  3.8125974556440725E-012  6.7738981001391247E-023
      2288 -1.6386531020684535E-011 -8.5546978057104880E-012  3.4170125343888438E-022
      2289  1.6897985573438251E-012  4.7849439751726088E-012  2.5751108009941920E-023
      2290 -8.2405832357774773E-015 -2.4818111429150624E-013  6.1661772703039467E-026
      2291  5.0890238505086618E-004  1.1028205941502204E-002  1.2188030792569497E-004
      2292 -2.5629421226007045E-006 -2.3870829090879035E-006  1.2266837138660573E-011
      2293  8.6278166168028708E-010 -2.5464171024688325E-010  8.0923459632925498E-019
      2294  4.1476168449363987E-010  3.5939557304853651E-011  1.7331890670327052E-019
      2295  2.0709127288111382E-009  2.2514740590434236E-010  4.3393708847374498E-018
      2296 -2.2289323262315243E-009 -3.3811408482542899E-009  1.6400252750653613E-017
      2297  1.7616318176024692E-009 -3.7261663014586418E-009  1.6987661966915353E-017
      2298 -1.9578936011495255E-009 -1.1342059406727421E-009  5.1197704692795971E-018
      2299 -7.5347081014921415E-010  8.6589503776103302E-010  1.3174924781660938E-018
      2300  3.4947036195957069E-010 -1.5697137560865855E-010  1.4676954664862790E-019
      2301 -1.5393798011098679E-010  1.1426529368214680E-010  3.6753459060917821E-020
      2302  2.5945639813079142E-010  3.4720336592561572E-010  1.8786779984108078E-019
      2303 -2.8119505920952598E-010  4.9972204395703094E-010  3.2879278254044157E-019
      2304  4.3368330586753962E-010 -1.2592160319198794E-010  2.0393745993863839E-019
      2305  2.3030987985782697E-010 -6.9012285877278752E-010  5.2931220096085157E-019
      2306 -1.5178686056378195E-009  1.6606826019872829E-009  5.0617918085241508E-018
      2307  4.7112105330686362E-010  2.5335824758696444E-010  2.8614544848930622E-019
      2308 -2.2780795100351107E-010 -5.3024406771801037E-010  3.3305523389056006E-019
      2309 -1.3427856814050542E-010  2.7078177275828017E-010  9.1353502319981229E-020
      2310 -7.3113301922181446E-011  3.2736243484207482E-011  6.4172165554213774E-021
      2311  1.5863000665687767E-011 -1.2740738994071588E-011  4.1396122023466685E-022
      2312 -1.1915985702505463E-012 -1.2664667384669793E-012  3.0238451522663341E-024
      2313  1.6112755094437940E-012 -3.9187468776261339E-013  2.7497745382424037E-024
      2314 -2.7418691976084172E-013  7.2057789104227978E-012  5.1998428172861903E-023
      2315 -1.2162057954845928E-011  1.5092982954298512E-012  1.5019363504161856E-022
      2316  4.8553087405308115E-012  9.0713604199144080E-012  1.0586360283386460E-022
      2317  6.4626480871290186E-012 -1.2856322139203638E-011  2.0705083924504998E-022
      2318 -1.6201558383785961E-012  4.9920042407626854E-013  2.8741060040301779E-024
      2319 -7.4174408001151763E-003  8.2160960804072355E-003  1.2252266282569642E-004
      2320 -1.0761862548262625E-007 -3.4577721520463974E-006  1.1967770024018345E-011
      2321  8.0724379688671910E-010 -1.4392232878454500E-009  2.7230062198887537E-018
      2322  2.8622386508635530E-010  8.4717749361001828E-010  7.9963380662432470E-019
      2323  1.8061816980033456E-009  2.0638912792794611E-009  7.5219395388880585E-018
      2324  7.4500236898843496E-010 -5.1648423166545070E-009  2.7230624685703473E-017
      2325  4.3348133617373063E-009 -3.8579498608234313E-010  1.8939444652382563E-017
      2326  2.1803047160592065E-010 -2.8100364687591477E-009  7.9438422423050816E-018
      2327 -5.0502570805819153E-010 -1.6650024900527920E-010  2.8277329871849765E-019
