#               time [ns]          Re(ampl) [Vpcm]          Im(ampl) [Vpcm]
  1.14375410726020768E+01  1.39577494082621448E-02 -1.70053295015462000E-02
  1.14407697362781811E+01  1.40438133070109293E-02 -1.69343233640385747E-02
  1.14439983999542871E+01  1.41295159876744410E-02 -1.68628816622204969E-02
  1.14472270636303914E+01  1.42148552459114719E-02 -1.67910062336294498E-02
  1.14504557273064975E+01  1.42998288867281307E-02 -1.67186989269588679E-02
  1.14536843909826018E+01  1.43844347245345155E-02 -1.66459616020104284E-02
  1.14569130546587079E+01  1.44686705832010789E-02 -1.65727961296460689E-02
  1.14601417183348122E+01  1.45525342961142501E-02 -1.64992043917401750E-02
  1.14633703820109165E+01  1.46360237062323623E-02 -1.64251882811310354E-02
  1.14665990456870208E+01  1.47191366661412158E-02 -1.63507497015720100E-02
  1.14698277093631269E+01  1.48018710381092131E-02 -1.62758905676827284E-02
  1.14730563730392312E+01  1.48842246941421757E-02 -1.62006128048999519E-02
  1.14762850367153373E+01  1.49661955160384583E-02 -1.61249183494277006E-02
  1.14795137003914416E+01  1.50477813954430616E-02 -1.60488091481878342E-02
  1.14827423640675459E+01  1.51289802339019987E-02 -1.59722871587697941E-02
  1.14859710277436520E+01  1.52097899429164650E-02 -1.58953543493801051E-02
  1.14891996914197563E+01  1.52902084439961415E-02 -1.58180126987921277E-02
  1.14924283550958624E+01  1.53702336687131236E-02 -1.57402641962947204E-02
  1.14956570187719667E+01  1.54498635587547103E-02 -1.56621108416414648E-02
  1.14988856824480727E+01  1.55290960659765342E-02 -1.55835546449990658E-02
  1.15021143461241770E+01  1.56079291524553916E-02 -1.55045976268954836E-02
  1.15053430098002831E+01  1.56863607905412782E-02 -1.54252418181683362E-02
  1.15085716734763874E+01  1.57643889629099816E-02 -1.53454892599122362E-02
  1.15118003371524935E+01  1.58420116626145947E-02 -1.52653420034266872E-02
  1.15150290008285960E+01  1.59192268931372775E-02 -1.51848021101631345E-02
  1.15182576645047021E+01  1.59960326684407371E-02 -1.51038716516718498E-02
  1.15214863281808064E+01  1.60724270130192005E-02 -1.50225527095487529E-02
  1.15247149918569125E+01  1.61484079619491037E-02 -1.49408473753819791E-02
  1.15279436555330168E+01  1.62239735609397626E-02 -1.48587577506979884E-02
  1.15311723192091229E+01  1.62991218663837666E-02 -1.47762859469073114E-02
  1.15344009828852272E+01  1.63738509454066268E-02 -1.46934340852506781E-02
  1.15376296465613333E+01  1.64481588759169059E-02 -1.46102042967439644E-02
  1.15408583102374376E+01  1.65220437466552794E-02 -1.45265987221238086E-02
  1.15440869739135419E+01  1.65955036572438645E-02 -1.44426195117923657E-02
  1.15473156375896480E+01  1.66685367182352329E-02 -1.43582688257618187E-02
  1.15505443012657523E+01  1.67411410511606809E-02 -1.42735488335992526E-02
  1.15537729649418583E+01  1.68133147885789272E-02 -1.41884617143703418E-02
  1.15570016286179627E+01  1.68850560741238033E-02 -1.41030096565837593E-02
  1.15602302922940670E+01  1.69563630625521426E-02 -1.40171948581346798E-02
  1.15634589559701713E+01  1.70272339197913465E-02 -1.39310195262481399E-02
  1.15666876196462773E+01  1.70976668229864681E-02 -1.38444858774223814E-02
  1.15699162833223816E+01  1.71676599605469736E-02 -1.37575961373719684E-02
  1.15731449469984877E+01  1.72372115321934721E-02 -1.36703525409704128E-02
  1.15763736106745920E+01  1.73063197490041301E-02 -1.35827573321925122E-02
  1.15796022743506981E+01  1.73749828334603673E-02 -1.34948127640570643E-02
  1.15828309380268024E+01  1.74431990194929554E-02 -1.34065210985684097E-02
  1.15860596017029085E+01  1.75109665525271033E-02 -1.33178846066587080E-02
  1.15892882653790128E+01  1.75782836895277371E-02 -1.32289055681293257E-02
  1.15925169290551189E+01  1.76451486990444641E-02 -1.31395862715920127E-02
  1.15957455927312232E+01  1.77115598612557941E-02 -1.30499290144104798E-02
  1.15989742564073293E+01  1.77775154680137326E-02 -1.29599361026408021E-02
  1.16022029200834336E+01  1.78430138228873846E-02 -1.28696098509725448E-02
  1.16054315837595379E+01  1.79080532412067631E-02 -1.27789525826690464E-02
  1.16086602474356422E+01  1.79726320501061645E-02 -1.26879666295075279E-02
  1.16118889111117483E+01  1.80367485885671378E-02 -1.25966543317192481E-02
  1.16151175747878526E+01  1.81004012074610574E-02 -1.25050180379295012E-02
  1.16183462384639586E+01  1.81635882695918606E-02 -1.24130601050967612E-02
  1.16215749021400629E+01  1.82263081497378437E-02 -1.23207828984525074E-02
  1.16248035658161673E+01  1.82885592346935903E-02 -1.22281887914401973E-02
  1.16280322294922733E+01  1.83503399233116114E-02 -1.21352801656540200E-02
  1.16312608931683776E+01  1.84116486265432505E-02 -1.20420594107780391E-02
  1.16344895568444837E+01  1.84724837674796888E-02 -1.19485289245245246E-02
  1.16377182205205880E+01  1.85328437813926487E-02 -1.18546911125720928E-02
  1.16409468841966941E+01  1.85927271157743136E-02 -1.17605483885042748E-02
  1.16441755478727984E+01  1.86521322303776216E-02 -1.16661031737469306E-02
  1.16474042115489045E+01  1.87110575972555815E-02 -1.15713578975064207E-02
  1.16506328752250088E+01  1.87695017008006858E-02 -1.14763149967069163E-02
  1.16538615389011149E+01  1.88274630377840389E-02 -1.13809769159275431E-02
  1.16570902025772174E+01  1.88849401173937226E-02 -1.12853461073399493E-02
  1.16603188662533235E+01  1.89419314612734244E-02 -1.11894250306447760E-02
  1.16635475299294278E+01  1.89984356035603416E-02 -1.10932161530085983E-02
  1.16667761936055339E+01  1.90544510909227867E-02 -1.09967219490005857E-02
  1.16700048572816382E+01  1.91099764825977091E-02 -1.08999449005287401E-02
  1.16732335209577442E+01  1.91650103504277872E-02 -1.08028874967758363E-02
  1.16764621846338486E+01  1.92195512788979894E-02 -1.07055522341358202E-02
  1.16796908483099546E+01  1.92735978651720798E-02 -1.06079416161493894E-02
  1.16829195119860589E+01  1.93271487191288005E-02 -1.05100581534393958E-02
  1.16861481756621632E+01  1.93802024633973752E-02 -1.04119043636467477E-02
  1.16893768393382693E+01  1.94327577333932473E-02 -1.03134827713651043E-02
  1.16926055030143736E+01  1.94848131773528895E-02 -1.02147959080764322E-02
  1.16958341666904797E+01  1.95363674563687126E-02 -1.01158463120856745E-02
  1.16990628303665840E+01  1.95874192444235873E-02 -1.00166365284552646E-02
  1.17022914940426901E+01  1.96379672284247193E-02 -9.91716910894014335E-03
  1.17055201577187926E+01  1.96880101082376503E-02 -9.81744661192165101E-03
  1.17087488213948987E+01  1.97375465967196233E-02 -9.71747160234191429E-03
  1.17119774850710030E+01  1.97865754197525771E-02 -9.61724665163803116E-03
  1.17152061487471091E+01  1.98350953162760371E-02 -9.51677433767578532E-03
  1.17184348124232134E+01  1.98831050383196026E-02 -9.41605724468312470E-03
  1.17216634760993195E+01  1.99306033510348486E-02 -9.31509796318419521E-03
  1.17248921397754238E+01  1.99775890327273352E-02 -9.21389908993214268E-03
  1.17281208034515299E+01  2.00240608748878009E-02 -9.11246322784281353E-03
  1.17313494671276342E+01  2.00700176822233498E-02 -9.01079298592759662E-03
  1.17345781308037402E+01  2.01154582726882844E-02 -8.90889097922610736E-03
  1.17378067944798445E+01  2.01603814775143317E-02 -8.80675982873934185E-03
  1.17410354581559506E+01  2.02047861412407714E-02 -8.70440216136206778E-03
  1.17442641218320549E+01  2.02486711217442980E-02 -8.60182060981502794E-03
  1.17474927855081610E+01  2.02920352902681116E-02 -8.49901781257772666E-03
  1.17507214491842635E+01  2.03348775314512349E-02 -8.39599641382007822E-03
  1.17539501128603696E+01  2.03771967433570671E-02 -8.29275906333459649E-03
  1.17571787765364739E+01  2.04189918375016696E-02 -8.18930841646839207E-03
  1.17604074402125800E+01  2.04602617388818485E-02 -8.08564713405472701E-03
  1.17636361038886843E+01  2.05010053860028574E-02 -7.98177788234436143E-03
  1.17668647675647886E+01  2.05412217309055324E-02 -7.87770333293748293E-03
  1.17700934312408947E+01  2.05809097391934301E-02 -7.77342616271440787E-03
  1.17733220949169990E+01  2.06200683900592922E-02 -7.66894905376724022E-03
  1.17765507585931051E+01  2.06586966763113375E-02 -7.56427469333066822E-03
  1.17797794222692094E+01  2.06967936043992717E-02 -7.45940577371262577E-03
  1.17830080859453155E+01  2.07343581944396775E-02 -7.35434499222548371E-03
  1.17862367496214198E+01  2.07713894802412993E-02 -7.24909505111645449E-03
  1.17894654132975258E+01  2.08078865093299578E-02 -7.14365865749786583E-03
  1.17926940769736301E+01  2.08438483429729017E-02 -7.03803852327804583E-03
  1.17959227406497362E+01  2.08792740562031114E-02 -6.93223736509098430E-03
  1.17991514043258388E+01  2.09141627378429291E-02 -6.82625790422704704E-03
  1.18023800680019448E+01  2.09485134905276690E-02 -6.72010286656239252E-03
  1.18056087316780491E+01  2.09823254307285149E-02 -6.61377498248944679E-03
  1.18088373953541552E+01  2.10155976887754295E-02 -6.50727698684609029E-03
  1.18120660590302595E+01  2.10483294088793342E-02 -6.40061161884590557E-03
  1.18152947227063656E+01  2.10805197491543174E-02 -6.29378162200712726E-03
  1.18185233863824699E+01  2.11121678816391170E-02 -6.18678974408259745E-03
  1.18217520500585760E+01  2.11432729923184855E-02 -6.07963873698887190E-03
  1.18249807137346803E+01  2.11738342811442007E-02 -5.97233135673520994E-03
  1.18282093774107864E+01  2.12038509620554802E-02 -5.86487036335321243E-03
  1.18314380410868907E+01  2.12333222629993816E-02 -5.75725852082523311E-03
  1.18346667047629950E+01  2.12622474259505055E-02 -5.64949859701381098E-03
  1.18378953684391011E+01  2.12906257069305598E-02 -5.54159336359025343E-03
  1.18411240321152054E+01  2.13184563760275489E-02 -5.43354559596312230E-03
  1.18443526957913114E+01  2.13457387174144399E-02 -5.32535807320729665E-03
  1.18475813594674140E+01  2.13724720293676125E-02 -5.21703357799227496E-03
  1.18508100231435201E+01  2.13986556242849804E-02 -5.10857489651043821E-03
  1.18540386868196244E+01  2.14242888287035985E-02 -4.99998481840554891E-03
  1.18572673504957304E+01  2.14493709833169649E-02 -4.89126613670122241E-03
  1.18604960141718347E+01  2.14739014429920771E-02 -4.78242164772855766E-03
  1.18637246778479408E+01  2.14978795767859152E-02 -4.67345415105474560E-03
  1.18669533415240451E+01  2.15213047679617374E-02 -4.56436644941083172E-03
  1.18701820052001512E+01  2.15441764140049605E-02 -4.45516134861940246E-03
  1.18734106688762555E+01  2.15664939266385636E-02 -4.34584165752294801E-03
  1.18766393325523616E+01  2.15882567318383470E-02 -4.23641018791100742E-03
  1.18798679962284659E+01  2.16094642698475767E-02 -4.12686975444838313E-03
  1.18830966599045720E+01  2.16301159951914346E-02 -4.01722317460251072E-03
  1.18863253235806763E+01  2.16502113766911010E-02 -3.90747326857077137E-03
  1.18895539872567824E+01  2.16697498974773063E-02 -3.79762285920840371E-03
  1.18927826509328849E+01  2.16887310550036780E-02 -3.68767477195575122E-03
  1.18960113146089910E+01  2.17071543610597543E-02 -3.57763183476504871E-03
  1.18992399782850953E+01  2.17250193417833741E-02 -3.46749687802860862E-03
  1.19024686419612014E+01  2.17423255376729650E-02 -3.35727273450548477E-03
  1.19056973056373057E+01  2.17590725035993818E-02 -3.24696223924845042E-03
  1.19089259693134117E+01  2.17752598088172822E-02 -3.13656822953154932E-03
  1.19121546329895160E+01  2.17908870369762503E-02 -3.02609354477688299E-03
  1.19153832966656203E+01  2.18059537861315308E-02 -2.91554102648134772E-03
  1.19186119603417264E+01  2.18204596687542850E-02 -2.80491351814408972E-03
  1.19218406240178307E+01  2.18344043117416620E-02 -2.69421386519274947E-03
  1.19250692876939368E+01  2.18477873564263125E-02 -2.58344491491081536E-03
  1.19282979513700411E+01  2.18606084585856210E-02 -2.47260951636416124E-03
  1.19315266150461472E+01  2.18728672884506425E-02 -2.36171052032752753E-03
  1.19347552787222515E+01  2.18845635307144647E-02 -2.25075077921174649E-03
  1.19379839423983576E+01  2.18956968845404262E-02 -2.13973314698974850E-03
  1.19412126060744601E+01  2.19062670635697572E-02 -2.02866047912378259E-03
  1.19444412697505662E+01  2.19162737959290414E-02 -1.91753563249134657E-03
  1.19476699334266705E+01  2.19257168242371174E-02 -1.80636146531232928E-03
  1.19508985971027766E+01  2.19345959056117812E-02 -1.69514083707487115E-03
  1.19541272607788809E+01  2.19429108116759586E-02 -1.58387660846236243E-03
  1.19573559244549870E+01  2.19506613285636309E-02 -1.47257164127962965E-03
  1.19605845881310913E+01  2.19578472569253308E-02 -1.36122879837909474E-03
  1.19638132518071973E+01  2.19644684119332315E-02 -1.24985094358768395E-03
  1.19670419154833017E+01  2.19705246232859593E-02 -1.13844094163254592E-03
  1.19702705791594077E+01  2.19760157352129164E-02 -1.02700165806791422E-03
  1.19734992428355120E+01  2.19809416064783159E-02 -9.15535959201168670E-04
  1.19767279065116163E+01  2.19853021103848280E-02 -8.04046712018877553E-04
  1.19799565701877224E+01  2.19890971347768034E-02 -6.92536784113602821E-04
  1.19831852338638267E+01  2.19923265820431979E-02 -5.81009043609518726E-04
  1.19864138975399328E+01  2.19949903691200460E-02 -4.69466359089188269E-04
  1.19896425612160371E+01  2.19970884274926087E-02 -3.57911599519546511E-04
  1.19928712248921414E+01  2.19986207031971602E-02 -2.46347634177951911E-04
  1.19960998885682457E+01  2.19995871568223512E-02 -1.34777332578542899E-04
  1.19993285522443518E+01  2.19999877635102120E-02 -2.32035643986659236E-05
  1.20025572159204561E+01  2.19998225129568251E-02  8.83708005954819676E-05
  1.20057858795965622E+01  2.19990914094125647E-02  1.99942892622118708E-04
  1.20090145432726665E+01  2.19977944716820036E-02  3.11509841957924782E-04
  1.20122432069487726E+01  2.19959317331234021E-02  4.23068779012089288E-04
  1.20154718706248769E+01  2.19935032416478937E-02  5.34616834399649112E-04
  1.20187005343009830E+01  2.19905090597182148E-02  6.46151139015526169E-04
  1.20219291979770873E+01  2.19869492643471089E-02  7.57668824108557841E-04
  1.20251578616531933E+01  2.19828239470953590E-02  8.69167021354736238E-04
  1.20283865253292976E+01  2.19781332140694154E-02  9.80642862931609084E-04
  1.20316151890054037E+01  2.19728771859186711E-02  1.09209348159149513E-03
  1.20348438526815080E+01  2.19670559978323750E-02  1.20351601073546695E-03
  1.20380725163576123E+01  2.19606697995361200E-02  1.31490758448723761E-03
  1.20413011800337166E+01  2.19537187552880236E-02  1.42626533776671837E-03
  1.20445298437098227E+01  2.19462030438744952E-02  1.53758640636347528E-03
  1.20477585073859270E+01  2.19381228586056215E-02  1.64886792701094591E-03
  1.20509871710620331E+01  2.19294784073102225E-02  1.76010703745953863E-03
  1.20542158347381374E+01  2.19202699123304881E-02  1.87130087655048584E-03
  1.20574444984142417E+01  2.19104976105162462E-02  1.98244658428966972E-03
  1.20606731620903478E+01  2.19001617532189018E-02  2.09354130192071497E-03
  1.20639018257664521E+01  2.18892626062849663E-02  2.20458217199875298E-03
  1.20671304894425582E+01  2.18778004500491674E-02  2.31556633846414974E-03
  1.20703591531186625E+01  2.18657755793273435E-02  2.42649094671542427E-03
  1.20735878167947686E+01  2.18531883034087382E-02  2.53735314368328880E-03
  1.20768164804708729E+01  2.18400389460481383E-02  2.64815007790349197E-03
  1.20800451441469789E+01  2.18263278454575299E-02  2.75887889959039283E-03
  1.20832738078230815E+01  2.18120553542973453E-02  2.86953676071041329E-03
  1.20865024714991875E+01  2.17972218396674348E-02  2.98012081505513770E-03
  1.20897311351752919E+01  2.17818276830976515E-02  3.09062821831428743E-03
  1.20929597988513979E+01  2.17658732805379729E-02  3.20105612814942150E-03
  1.20961884625275022E+01  2.17493590423483707E-02  3.31140170426649826E-03
  1.20994171262036083E+01  2.17322853932882393E-02  3.42166210848916970E-03
  1.21026457898797126E+01  2.17146527725054356E-02  3.53183450483200408E-03
  1.21058744535558187E+01  2.16964616335250451E-02  3.64191605957297267E-03
  1.21091031172319230E+01  2.16777124442377005E-02  3.75190394132656618E-03
  1.21123317809080291E+01  2.16584056868874796E-02  3.86179532111685046E-03
  1.21155604445841334E+01  2.16385418580596137E-02  3.97158737244968866E-03
  1.21187891082602377E+01  2.16181214686676088E-02  4.08127727138606154E-03
  1.21220177719363438E+01  2.15971450439401864E-02  4.19086219661415817E-03
  1.21252464356124481E+01  2.15756131234077463E-02  4.30033932952217628E-03
  1.21284750992885542E+01  2.15535262608884393E-02  4.40970585427104874E-03
  1.21317037629646585E+01  2.15308850244740162E-02  4.51895895786633226E-03
  1.21349324266407628E+01  2.15076899965151412E-02  4.62809583023109355E-03
  1.21381610903168671E+01  2.14839417736064180E-02  4.73711366427796102E-03
  1.21413897539929732E+01  2.14596409665711134E-02  4.84600965598117137E-03
  1.21446184176690775E+01  2.14347882004453857E-02  4.95478100444884158E-03
  1.21478470813451835E+01  2.14093841144621863E-02  5.06342491199524188E-03
  1.21510757450212878E+01  2.13834293620349114E-02  5.17193858421222206E-03
  1.21543044086973939E+01  2.13569246107404680E-02  5.28031923004168742E-03
  1.21575330723734982E+01  2.13298705423022247E-02  5.38856406184686897E-03
  1.21607617360496043E+01  2.13022678525724395E-02  5.49667029548423208E-03
  1.21639903997257086E+01  2.12741172515142699E-02  5.60463515037533389E-03
  1.21672190634018147E+01  2.12454194631836665E-02  5.71245584957787503E-03
  1.21704477270779190E+01  2.12161752257106623E-02  5.82012961985735322E-03
  1.21736763907540251E+01  2.11863852912803456E-02  5.92765369175862582E-03
  1.21769050544301294E+01  2.11560504261136401E-02  6.03502529967660847E-03
  1.21801337181062337E+01  2.11251714104474658E-02  6.14224168192793914E-03
  1.21833623817823380E+01  2.10937490385147211E-02  6.24930008082178086E-03
  1.21865910454584441E+01  2.10617841185239164E-02  6.35619774273060972E-03
  1.21898197091345484E+01  2.10292774726383164E-02  6.46293191816117718E-03
  1.21930483728106545E+01  2.09962299369547516E-02  6.56949986182547331E-03
  1.21962770364867588E+01  2.09626423614822609E-02  6.67589883271079137E-03
  1.21995057001628631E+01  2.09285156101200361E-02  6.78212609415084627E-03
  1.22027343638389691E+01  2.08938505606353839E-02  6.88817891389562932E-03
  1.22059630275150734E+01  2.08586481046410636E-02  6.99405456418190994E-03
  1.22091916911911795E+01  2.08229091475722744E-02  7.09975032180362644E-03
  1.22124203548672838E+01  2.07866346086635553E-02  7.20526346818147010E-03
  1.22156490185433899E+01  2.07498254209250096E-02  7.31059128943304347E-03
  1.22188776822194942E+01  2.07124825311182648E-02  7.41573107644288160E-03
  1.22221063458956003E+01  2.06746068997323042E-02  7.52068012493161374E-03
  1.22253350095717046E+01  2.06361995009585360E-02  7.62543573552610862E-03
  1.22285636732478089E+01  2.05972613226659620E-02  7.72999521382832216E-03
  1.22317923369239132E+01  2.05577933663755423E-02  7.83435587048517817E-03
  1.22350210006000193E+01  2.05177966472346700E-02  7.93851502125716459E-03
  1.22382496642761236E+01  2.04772721939908177E-02  8.04246998708794958E-03
  1.22414783279522297E+01  2.04362210489653154E-02  8.14621809417270804E-03
  1.22447069916283340E+01  2.03946442680263233E-02  8.24975667402748185E-03
  1.22479356553044401E+01  2.03525429205618433E-02  8.35308306355730251E-03
  1.22511643189805444E+01  2.03099180894521676E-02  8.45619460512490352E-03
  1.22543929826566504E+01  2.02667708710419017E-02  8.55908864661929399E-03
  1.22576216463327548E+01  2.02231023751120002E-02  8.66176254152347877E-03
  1.22608503100088608E+01  2.01789137248509602E-02  8.76421364898308589E-03
  1.22640789736849651E+01  2.01342060568261635E-02  8.86643933387380907E-03
  1.22673076373610694E+01  2.00889805209545323E-02  8.96843696686937947E-03
  1.22705363010371755E+01  2.00432382804728859E-02  9.07020392450943146E-03
  1.22737649647132798E+01  1.99969805119082078E-02  9.17173758926645606E-03
  1.22769936283893841E+01  1.99502084050471595E-02  9.27303534961371884E-03
  1.22802222920654884E+01  1.99029231629057161E-02  9.37409460009184202E-03
  1.22834509557415945E+01  1.98551260016979758E-02  9.47491274137640498E-03
  1.22866796194176988E+01  1.98068181508051291E-02  9.57548718034421584E-03
  1.22899082830938049E+01  1.97580008527435853E-02  9.67581533014058755E-03
  1.22931369467699092E+01  1.97086753631332441E-02  9.77589461024537532E-03
  1.22963656104460153E+01  1.96588429506650911E-02  9.87572244653956398E-03
  1.22995942741221196E+01  1.96085048970684704E-02  9.97529627137167842E-03
  1.23028229377982257E+01  1.95576624970783645E-02  1.00746135236233457E-02
  1.23060516014743300E+01  1.95063170584018029E-02  1.01736716487757228E-02
  1.23092802651504361E+01  1.94544699016844687E-02  1.02724680989747085E-02
  1.23125089288265404E+01  1.94021223604766459E-02  1.03710003330967013E-02
  1.23157375925026464E+01  1.93492757811988061E-02  1.04692658168141477E-02
  1.23189662561787507E+01  1.92959315231071675E-02  1.05672620226603172E-02
  1.23221949198548550E+01  1.92420909582586910E-02  1.06649864300944648E-02
  1.23254235835309593E+01  1.91877554714755226E-02  1.07624365255671126E-02
  1.23286522472070654E+01  1.91329264603098126E-02  1.08596098025839118E-02
  1.23318809108831697E+01  1.90776053350075227E-02  1.09565037617705592E-02
  1.23351095745592758E+01  1.90217935184720660E-02  1.10531159109372428E-02
  1.23383382382353801E+01  1.89654924462279370E-02  1.11494437651423178E-02
  1.23415669019114862E+01  1.89087035663836889E-02  1.12454848467564393E-02
  1.23447955655875905E+01  1.88514283395945434E-02  1.13412366855264839E-02
  1.23480242292636948E+01  1.87936682390251117E-02  1.14366968186386114E-02
  1.23512528929398009E+01  1.87354247503112095E-02  1.15318627907821571E-02
  1.23544815566159052E+01  1.86766993715218738E-02  1.16267321542123069E-02
  1.23577102202920113E+01  1.86174936131207509E-02  1.17213024688132602E-02
  1.23609388839681156E+01  1.85578089979271180E-02  1.18155713021611923E-02
  1.23641675476442217E+01  1.84976470610769862E-02  1.19095362295863535E-02
  1.23673962113203260E+01  1.84370093499832896E-02  1.20031948342359529E-02
  1.23706248749964303E+01  1.83758974242964369E-02  1.20965447071358142E-02
  1.23738535386725346E+01  1.83143128558638374E-02  1.21895834472528393E-02
  1.23770822023486406E+01  1.82522572286898249E-02  1.22823086615562599E-02
  1.23803108660247450E+01  1.81897321388945626E-02  1.23747179650796988E-02
  1.23835395297008510E+01  1.81267391946732942E-02  1.24668089809820588E-02
  1.23867681933769553E+01  1.80632800162548630E-02  1.25585793406088608E-02
  1.23899968570530614E+01  1.79993562358598813E-02  1.26500266835533528E-02
  1.23932255207291657E+01  1.79349694976590930E-02  1.27411486577167690E-02
  1.23964541844052718E+01  1.78701214577306894E-02  1.28319429193693470E-02
  1.23996828480813761E+01  1.78048137840180476E-02  1.29224071332101568E-02
  1.24029115117574822E+01  1.77390481562867026E-02  1.30125389724273718E-02
  1.24061401754335865E+01  1.76728262660809897E-02  1.31023361187582801E-02
  1.24093688391096908E+01  1.76061498166808564E-02  1.31917962625485007E-02
  1.24125975027857969E+01  1.75390205230576968E-02  1.32809171028118681E-02
  1.24158261664619012E+01  1.74714401118305634E-02  1.33696963472891908E-02
  1.24190548301380055E+01  1.74034103212216060E-02  1.34581317125073950E-02
  1.24222834938141116E+01  1.73349329010112838E-02  1.35462209238383698E-02
  1.24255121574902159E+01  1.72660096124934333E-02  1.36339617155573790E-02
  1.24287408211663202E+01  1.71966422284301410E-02  1.37213518309011080E-02
  1.24319694848424263E+01  1.71268325330057730E-02  1.38083890221261853E-02
  1.24351981485185306E+01  1.70565823217814633E-02  1.38950710505665268E-02
  1.24384268121946366E+01  1.69858934016487474E-02  1.39813956866911351E-02
  1.24416554758707409E+01  1.69147675907829614E-02  1.40673607101615989E-02
  1.24448841395468470E+01  1.68432067185967718E-02  1.41529639098888563E-02
  1.24481128032229513E+01  1.67712126256929703E-02  1.42382030840902379E-02
  1.24513414668990574E+01  1.66987871638169631E-02  1.43230760403462790E-02
  1.24545701305751617E+01  1.66259321958095417E-02  1.44075805956567042E-02
  1.24577987942512678E+01  1.65526495955585114E-02  1.44917145764970317E-02
  1.24610274579273721E+01  1.64789412479508825E-02  1.45754758188740754E-02
  1.24642561216034764E+01  1.64048090488242287E-02  1.46588621683817807E-02
  1.24674847852795807E+01  1.63302549049178167E-02  1.47418714802567564E-02
  1.24707134489556868E+01  1.62552807338236655E-02  1.48245016194333175E-02
  1.24739421126317911E+01  1.61798884639373919E-02  1.49067504605982313E-02
  1.24771707763078972E+01  1.61040800344082399E-02  1.49886158882457775E-02
  1.24803994399840015E+01  1.60278573950895578E-02  1.50700957967317781E-02
  1.24836281036601076E+01  1.59512225064885119E-02  1.51511880903279061E-02
  1.24868567673362119E+01  1.58741773397154846E-02  1.52318906832757724E-02
  1.24900854310123162E+01  1.57967238764336985E-02  1.53122014998402292E-02
  1.24933140946884222E+01  1.57188641088080935E-02  1.53921184743629307E-02
  1.24965427583645265E+01  1.56406000394539169E-02  1.54716395513156291E-02
  1.24997714220406326E+01  1.55619336813855903E-02  1.55507626853526575E-02
  1.25030000857167369E+01  1.54828670579645177E-02  1.56294858413639805E-02
  1.25062287493928430E+01  1.54034022028473987E-02  1.57078069945271424E-02
  1.25094574130689473E+01  1.53235411599337724E-02  1.57857241303595366E-02
  1.25126860767450516E+01  1.52432859833133445E-02  1.58632352447703046E-02
  1.25159147404211559E+01  1.51626387372132392E-02  1.59403383441117825E-02
  1.25191434040972620E+01  1.50816014959450975E-02  1.60170314452306208E-02
  1.25223720677733663E+01  1.50001763438513177E-02  1.60933125755191621E-02
  1.25256007314494724E+01  1.49183653752518464E-02  1.61691797729658117E-02
  1.25288293951255767E+01  1.48361706943901384E-02  1.62446310862056562E-02
  1.25320580588016828E+01  1.47535944153788599E-02  1.63196645745708156E-02
  1.25352867224777871E+01  1.46706386621458639E-02  1.63942783081400360E-02
  1.25385153861538932E+01  1.45873055683793766E-02  1.64684703677885000E-02
  1.25417440498299975E+01  1.45035972774729561E-02  1.65422388452373323E-02
  1.25449727135061035E+01  1.44195159424707620E-02  1.66155818431023214E-02
  1.25482013771822078E+01  1.43350637260117007E-02  1.66884974749431335E-02
  1.25514300408583122E+01  1.42502428002742407E-02  1.67609838653114893E-02
  1.25546587045344182E+01  1.41650553469203373E-02  1.68330391497995245E-02
  1.25578873682105225E+01  1.40795035570391493E-02  1.69046614750879252E-02
  1.25611160318866268E+01  1.39935896310911020E-02  1.69758489989932301E-02
  1.25643446955627329E+01  1.39073157788508726E-02  1.70465998905155701E-02
  1.25675733592388372E+01  1.38206842193507196E-02  1.71169123298856064E-02
  1.25708020229149415E+01  1.37336971808235536E-02  1.71867845086112331E-02
  1.25740306865910476E+01  1.36463569006454802E-02  1.72562146295242094E-02
  1.25772593502671519E+01  1.35586656252780786E-02  1.73252009068265191E-02
  1.25804880139432580E+01  1.34706256102110518E-02  1.73937415661359653E-02
  1.25837166776193623E+01  1.33822391199037247E-02  1.74618348445321862E-02
  1.25869453412954684E+01  1.32935084277272138E-02  1.75294789906016713E-02
  1.25901740049715727E+01  1.32044358159057965E-02  1.75966722644829675E-02
  1.25934026686476788E+01  1.31150235754580041E-02  1.76634129379115365E-02
  1.25966313323237831E+01  1.30252740061380743E-02  1.77296992942639550E-02
  1.25998599959998892E+01  1.29351894163766117E-02  1.77955296286021886E-02
  1.26030886596759935E+01  1.28447721232210228E-02  1.78609022477176083E-02
  1.26063173233520978E+01  1.27540244522763753E-02  1.79258154701741855E-02
  1.26095459870282021E+01  1.26629487376451154E-02  1.79902676263520855E-02
  1.26127746507043081E+01  1.25715473218672349E-02  1.80542570584904631E-02
  1.26160033143804124E+01  1.24798225558601528E-02  1.81177821207300117E-02
  1.26192319780565185E+01  1.23877767988581095E-02  1.81808411791553950E-02
  1.26224606417326228E+01  1.22954124183513019E-02  1.82434326118374041E-02
  1.26256893054087289E+01  1.22027317900254284E-02  1.83055548088743476E-02
  1.26289179690848332E+01  1.21097372977000822E-02  1.83672061724338316E-02
  1.26321466327609375E+01  1.20164313332678779E-02  1.84283851167935456E-02
  1.26353752964370436E+01  1.19228162966327454E-02  1.84890900683821781E-02
