#               time [ns]          Re(ampl) [Vpcm]          Im(ampl) [Vpcm]
  5.64160547444212739E+01  1.74666386040502504E-02  1.33759685957877978E-02
  5.64192834080973924E+01  1.73985770651603200E-02  1.34643795292496583E-02
  5.64225120717734967E+01  1.73300680209844127E-02  1.35524441481252120E-02
  5.64257407354495939E+01  1.72611132336296276E-02  1.36401601873224355E-02
  5.64289693991256982E+01  1.71917144766683162E-02  1.37275253907145605E-02
  5.64321980628018025E+01  1.71218735350914947E-02  1.38145375111993329E-02
  5.64354267264779068E+01  1.70515922052641086E-02  1.39011943107553229E-02
  5.64386553901540111E+01  1.69808722948780501E-02  1.39874935605005003E-02
  5.64418840538301154E+01  1.69097156229060450E-02  1.40734330407490532E-02
  5.64451127175062197E+01  1.68381240195540800E-02  1.41590105410694510E-02
  5.64483413811823311E+01  1.67660993262153252E-02  1.42442238603400911E-02
  5.64515700448584354E+01  1.66936433954227616E-02  1.43290708068059269E-02
  5.64547987085345397E+01  1.66207580908005574E-02  1.44135491981360261E-02
  5.64580273722106440E+01  1.65474452870171124E-02  1.44976568614785112E-02
  5.64612560358867484E+01  1.64737068697358366E-02  1.45813916335176402E-02
  5.64644846995628527E+01  1.63995447355678621E-02  1.46647513605280156E-02
  5.64677133632389570E+01  1.63249607920224679E-02  1.47477338984309380E-02
  5.64709420269150613E+01  1.62499569574584071E-02  1.48303371128490867E-02
  5.64741706905911727E+01  1.61745351610335306E-02  1.49125588791625546E-02
  5.64773993542672770E+01  1.60986973426572554E-02  1.49943970825612109E-02
  5.64806280179433813E+01  1.60224454529385787E-02  1.50758496181013883E-02
  5.64838566816194856E+01  1.59457814531369577E-02  1.51569143907588702E-02
  5.64870853452955899E+01  1.58687073151118560E-02  1.52375893154827954E-02
  5.64903140089716942E+01  1.57912250212711783E-02  1.53178723172501634E-02
  5.64935426726477985E+01  1.57133365645215697E-02  1.53977613311178894E-02
  5.64967713363239028E+01  1.56350439482162949E-02  1.54772543022767741E-02
  5.65000000000000071E+01  1.55563491861041396E-02  1.55563491861039505E-02
  5.65032286636761185E+01  1.54772543022765226E-02  1.56350439482165447E-02
  5.65064573273522228E+01  1.53977613311176344E-02  1.57133365645218195E-02
  5.65096859910283271E+01  1.53178723172499101E-02  1.57912250212714281E-02
  5.65129146547044314E+01  1.52375893154825352E-02  1.58687073151121023E-02
  5.65161433183805357E+01  1.51569143907586135E-02  1.59457814531372005E-02
  5.65193719820566400E+01  1.50758496181011298E-02  1.60224454529388251E-02
  5.65226006457327443E+01  1.49943970825609490E-02  1.60986973426574982E-02
  5.65258293094088486E+01  1.49125588791622927E-02  1.61745351610337700E-02
  5.65290579730849601E+01  1.48303371128488248E-02  1.62499569574586500E-02
  5.65322866367610644E+01  1.47477338984306743E-02  1.63249607920227038E-02
  5.65355153004371687E+01  1.46647513605277519E-02  1.63995447355681015E-02
  5.65387439641132730E+01  1.45813916335173748E-02  1.64737068697360725E-02
  5.65419726277893773E+01  1.44976568614782458E-02  1.65474452870173483E-02
  5.65452012914654816E+01  1.44135491981357573E-02  1.66207580908007899E-02
  5.65484299551415859E+01  1.43290708068056580E-02  1.66936433954229940E-02
  5.65516586188176902E+01  1.42442238603398188E-02  1.67660993262155507E-02
  5.65548872824937874E+01  1.41590105410694181E-02  1.68381240195541078E-02
  5.65581159461699059E+01  1.40734330407487791E-02  1.69097156229062705E-02
  5.65613446098460102E+01  1.39874935605002245E-02  1.69808722948782756E-02
  5.65645732735221145E+01  1.39011943107550471E-02  1.70515922052643341E-02
  5.65678019371982188E+01  1.38145375111990536E-02  1.71218735350917167E-02
  5.65710306008743231E+01  1.37275253907145275E-02  1.71917144766683405E-02
  5.65742592645504274E+01  1.36401601873221579E-02  1.72611132336298496E-02
  5.65774879282265246E+01  1.35524441481249293E-02  1.73300680209846313E-02
  5.65807165919026289E+01  1.34643795292493772E-02  1.73985770651605386E-02
  5.65839452555787474E+01  1.33759685957875185E-02  1.74666386040504655E-02
  5.65871739192548517E+01  1.32872136217398601E-02  1.75342508870567557E-02
  5.65904025829309560E+01  1.31981168899544185E-02  1.76014121751381022E-02
  5.65936312466070603E+01  1.31086806920704801E-02  1.76681207408523923E-02
  5.65968599102831647E+01  1.30189073284584268E-02  1.77343748684020835E-02
  5.66000885739592619E+01  1.29287991081610595E-02  1.78001728536779577E-02
  5.66033172376353662E+01  1.28383583488332099E-02  1.78655130043036993E-02
  5.66065459013114705E+01  1.27475873766836282E-02  1.79303936396783027E-02
  5.66097745649875748E+01  1.26564885264141523E-02  1.79948130910200545E-02
  5.66130032286636933E+01  1.25650641411596542E-02  1.80587697014094432E-02
  5.66162318923397976E+01  1.24733165724290485E-02  1.81222618258308661E-02
  5.66194605560159019E+01  1.23812481800422477E-02  1.81852878312167600E-02
  5.66226892196919991E+01  1.22888613320720295E-02  1.82478460964877916E-02
  5.66259178833681034E+01  1.21961584047818507E-02  1.83099350125954588E-02
  5.66291465470442077E+01  1.21031417825652379E-02  1.83715529825631101E-02
  5.66323752107203120E+01  1.20098138578834182E-02  1.84326984215277406E-02
  5.66356038743964163E+01  1.19161770312053543E-02  1.84933697567796936E-02
  5.66388325380725206E+01  1.18222337109449467E-02  1.85535654278038108E-02
  5.66420612017486391E+01  1.17279863133990976E-02  1.86132838863195572E-02
  5.66452898654247434E+01  1.16334372626868739E-02  1.86725235963200314E-02
  5.66485185291008406E+01  1.15385889906845177E-02  1.87312830341131165E-02
  5.66517471927769449E+01  1.14434439369655357E-02  1.87895606883590194E-02
  5.66549758564530492E+01  1.13480045487366361E-02  1.88473550601099618E-02
  5.66582045201291535E+01  1.12522732807753129E-02  1.89046646628484236E-02
  5.66614331838052578E+01  1.11562525953656337E-02  1.89614880225260109E-02
  5.66646618474813621E+01  1.10599449622365252E-02  1.90178236776004095E-02
  5.66678905111574807E+01  1.09633528584968908E-02  1.90736701790737671E-02
  5.66711191748335779E+01  1.08664787685732560E-02  1.91290260905291921E-02
  5.66743478385096822E+01  1.07693251841445275E-02  1.91838899881684663E-02
  5.66775765021857865E+01  1.06718946040778775E-02  1.92382604608486683E-02
  5.66808051658618908E+01  1.05741895343658496E-02  1.92921361101177115E-02
  5.66840338295379951E+01  1.04762124880608039E-02  1.93455155502508871E-02
  5.66872624932140994E+01  1.03779659852108290E-02  1.93983974082862533E-02
  5.66904911568902037E+01  1.02794525527938330E-02  1.94507803240605293E-02
  5.66937198205663080E+01  1.01806747246541845E-02  1.95026629502431624E-02
  5.66969484842424194E+01  1.00816350414361707E-02  1.95540439523717476E-02
  5.67001771479185237E+01  9.98233605052003051E-03  1.96049220088856252E-02
  5.67034058115946280E+01  9.88278030595505716E-03  1.96552958111605829E-02
  5.67066344752707323E+01  9.78297036839388331E-03  1.97051640635425053E-02
  5.67098631389468366E+01  9.68290880502803257E-03  1.97545254833800185E-02
  5.67130918026229409E+01  9.58259818952076486E-03  1.98033788010579977E-02
  5.67163204662990452E+01  9.48204110194143801E-03  1.98517227600299995E-02
  5.67195491299751495E+01  9.38124012869802869E-03  1.98995561168510936E-02
  5.67227777936512609E+01  9.28019786247200225E-03  1.99468776412091639E-02
  5.67260064573273652E+01  9.17891690215164556E-03  1.99936861159565778E-02
  5.67292351210034695E+01  9.07739985276379870E-03  2.00399803371421395E-02
  5.67324637846795738E+01  8.97564932540826678E-03  2.00857591140414238E-02
  5.67356924483556782E+01  8.87366793718923942E-03  2.01310212691880007E-02
  5.67389211120317825E+01  8.77145831114968695E-03  2.01757656384029919E-02
  5.67421497757078868E+01  8.66902307620275731E-03  2.02199910708255257E-02
  5.67453784393839911E+01  8.56636486706472203E-03  2.02636964289420567E-02
  5.67486071030600954E+01  8.46348632418606611E-03  2.03068805886161448E-02
  5.67518357667362068E+01  8.36039009368500820E-03  2.03495424391167447E-02
  5.67550644304123111E+01  8.25707882727944563E-03  2.03916808831467698E-02
  5.67582930940884154E+01  8.15355518221730358E-03  2.04332948368719340E-02
  5.67615217577645197E+01  8.04982182120963369E-03  2.04743832299480281E-02
  5.67647504214406240E+01  7.94588141236068392E-03  2.05149450055490228E-02
  5.67679790851167283E+01  7.84173662910099892E-03  2.05549791203935676E-02
  5.67712077487928326E+01  7.73739015011751588E-03  2.05944845447722825E-02
  5.67744364124689369E+01  7.63284465928523205E-03  2.06334602625740104E-02
  5.67776650761450341E+01  7.52810284559701781E-03  2.06719052713124143E-02
  5.67808937398211526E+01  7.42316740309589915E-03  2.07098185821511828E-02
  5.67841224034972569E+01  7.31804103080578583E-03  2.07471992199294922E-02
  5.67873510671733612E+01  7.21272643266056973E-03  2.07840462231876182E-02
  5.67905797308494655E+01  7.10722631743605088E-03  2.08203586441911281E-02
  5.67938083945255698E+01  7.00154339867879293E-03  2.08561355489557884E-02
  5.67970370582016741E+01  6.89568039463809429E-03  2.08913760172709448E-02
  5.68002657218777713E+01  6.78964002819489910E-03  2.09260791427236421E-02
  5.68034943855538756E+01  6.68342502679234937E-03  2.09602440327216998E-02
  5.68067230492299942E+01  6.57703812236414605E-03  2.09938698085171647E-02
  5.68099517129060985E+01  6.47048205126726349E-03  2.10269556052279753E-02
  5.68131803765822028E+01  6.36375955420858275E-03  2.10595005718611193E-02
  5.68164090402583071E+01  6.25687337617589386E-03  2.10915038713340962E-02
  5.68196377039344114E+01  6.14982626636728993E-03  2.11229646804964137E-02
  5.68228663676105086E+01  6.04262097811925775E-03  2.11538821901511263E-02
  5.68260950312866129E+01  5.93526026883766430E-03  2.11842556050751245E-02
  5.68293236949627172E+01  5.82774689992562184E-03  2.12140841440399477E-02
  5.68325523586388215E+01  5.72008363671307890E-03  2.12433670398316857E-02
  5.68357810223149400E+01  5.61227324838417356E-03  2.12721035392711283E-02
  5.68390096859910443E+01  5.50431850790903190E-03  2.13002929032323381E-02
  5.68422383496671486E+01  5.39622219196942646E-03  2.13279344066624674E-02
  5.68454670133432458E+01  5.28798708088886165E-03  2.13550273385999731E-02
  5.68486956770193501E+01  5.17961595856107106E-03  2.13815710021929700E-02
  5.68519243406954544E+01  5.07111161237719550E-03  2.14075647147173899E-02
  5.68551530043715587E+01  4.96247683315590490E-03  2.14330078075941309E-02
  5.68583816680476630E+01  4.85371441507071854E-03  2.14578996264064639E-02
  5.68616103317237815E+01  4.74482715557660115E-03  2.14822395309172270E-02
  5.68648389953998858E+01  4.63581785534259057E-03  2.15060268950842404E-02
  5.68680676590759902E+01  4.52668931817365623E-03  2.15292611070777920E-02
  5.68712963227520873E+01  4.41744435094316382E-03  2.15519415692953346E-02
  5.68745249864281917E+01  4.30808576351915471E-03  2.15740676983772195E-02
  5.68777536501042960E+01  4.19861636869115363E-03  2.15956389252218856E-02
  5.68809823137804003E+01  4.08903898209965651E-03  2.16166546950000843E-02
  5.68842109774565046E+01  3.97935642216249059E-03  2.16371144671694653E-02
  5.68874396411326089E+01  3.86957151000293141E-03  2.16570177154882908E-02
  5.68906683048087274E+01  3.75968706937560493E-03  2.16763639280292998E-02
  5.68938969684848246E+01  3.64970592659693421E-03  2.16951526071923091E-02
  5.68971256321609289E+01  3.53963091046936981E-03  2.17133832697175393E-02
  5.69003542958370332E+01  3.42946485221016497E-03  2.17310554466978202E-02
  5.69035829595131375E+01  3.31921058537856025E-03  2.17481686835905956E-02
  5.69068116231892418E+01  3.20887094580166437E-03  2.17647225402298646E-02
  5.69100402868653461E+01  3.09844877150336527E-03  2.17807165908371590E-02
  5.69132689505414504E+01  2.98794690263010435E-03  2.17961504240327501E-02
  5.69164976142175618E+01  2.87736818137781809E-03  2.18110236428461640E-02
  5.69197262778936661E+01  2.76671545192038945E-03  2.18253358647262259E-02
  5.69229549415697704E+01  2.65599156033339071E-03  2.18390867215512846E-02
  5.69261836052458747E+01  2.54519935452398151E-03  2.18522758596382954E-02
  5.69294122689219790E+01  2.43434168415610636E-03  2.18649029397520941E-02
  5.69326409325980833E+01  2.32342140057782351E-03  2.18769676371140809E-02
  5.69358695962741876E+01  2.21244135674671886E-03  2.18884696414106752E-02
  5.69390982599502919E+01  2.10140440715839236E-03  2.18994086568011052E-02
  5.69423269236263963E+01  1.99031340777179469E-03  2.19097844019251753E-02
  5.69455555873025077E+01  1.87917121593576928E-03  2.19195966099104654E-02
  5.69487842509786120E+01  1.76798069031711570E-03  2.19288450283790758E-02
  5.69520129146547163E+01  1.65674469082394854E-03  2.19375294194543852E-02
  5.69552415783308206E+01  1.54546607853525263E-03  2.19456495597668902E-02
  5.69584702420069249E+01  1.43414771562573617E-03  2.19532052404601136E-02
  5.69616989056830292E+01  1.32279246529283740E-03  2.19601962671958917E-02
  5.69649275693591335E+01  1.21140319168183208E-03  2.19666224601594816E-02
  5.69681562330352378E+01  1.09998275981403743E-03  2.19724836540640470E-02
  5.69713848967113421E+01  9.88534035511875455E-04  2.19777796981550123E-02
  5.69746135603874535E+01  8.77059885325158256E-04  2.19825104562139002E-02
  5.69778422240635578E+01  7.65563176458922481E-04  2.19866758065618007E-02
  5.69810708877396621E+01  6.54046776696556929E-04  2.19902756420626254E-02
  5.69842995514157664E+01  5.42513554329165796E-04  2.19933098701257101E-02
  5.69875282150918707E+01  4.30966378080232019E-04  2.19957784127082952E-02
  5.69907568787679750E+01  3.19408117032455804E-04  2.19976812063174924E-02
  5.69939855424440793E+01  2.07841640552709593E-04  2.19990182020119301E-02
  5.69972142061201836E+01  9.62698182201108968E-05  2.19997893654030156E-02
  5.70004428697962950E+01 -1.53044802493483266E-05  2.19999946766558166E-02
  5.70036715334723993E+01 -1.26878385075049918E-04  2.19996341304895468E-02
  5.70069001971485037E+01 -2.38449026487125895E-04  2.19987077361777604E-02
  5.70101288608246080E+01 -3.50013534800271218E-04  2.19972155175480431E-02
  5.70133575245007123E+01 -4.61569040485990860E-04  2.19951575129814572E-02
  5.70165861881768166E+01 -5.73112674247657568E-04  2.19925337754115248E-02
  5.70198148518529209E+01 -6.84641567093686727E-04  2.19893443723228679E-02
  5.70230435155290181E+01 -7.96152850412579281E-04  2.19855893857494704E-02
  5.70262721792051224E+01 -9.07643656044830084E-04  2.19812689122725925E-02
  5.70295008428812409E+01 -1.01911111635826055E-03  2.19763830630182386E-02
  5.70327295065573452E+01 -1.13055236432021630E-03  2.19709319636543811E-02
  5.70359581702334495E+01 -1.24196453357286983E-03  2.19649157543876546E-02
  5.70391868339095538E+01 -1.35334475850694522E-03  2.19583345899597264E-02
  5.70424154975856581E+01 -1.46469017433386380E-03  2.19511886396434076E-02
  5.70456441612617553E+01 -1.57599791716067747E-03  2.19434780872382502E-02
  5.70488728249378596E+01 -1.68726512406310448E-03  2.19352031310658321E-02
  5.70521014886139639E+01 -1.79848893316041677E-03  2.19263639839645877E-02
  5.70553301522900824E+01 -1.90966648368748652E-03  2.19169608732844301E-02
  5.70585588159661867E+01 -2.02079491606837200E-03  2.19069940408809193E-02
  5.70617874796422910E+01 -2.13187137199142380E-03  2.18964637431089161E-02
  5.70650161433183953E+01 -2.24289299448124542E-03  2.18853702508161121E-02
  5.70682448069944996E+01 -2.35385692797373354E-03  2.18737138493359205E-02
  5.70714734706705968E+01 -2.46476031838765812E-03  2.18614948384803151E-02
  5.70747021343467011E+01 -2.57560031319931711E-03  2.18487135325320103E-02
  5.70779307980228054E+01 -2.68637406151528337E-03  2.18353702602364363E-02
  5.70811594616989098E+01 -2.79707871414697391E-03  2.18214653647931245E-02
  5.70843881253750283E+01 -2.90771142368237987E-03  2.18069992038470752E-02
  5.70876167890511326E+01 -3.01826934455930737E-03  2.17919721494795743E-02
  5.70908454527272369E+01 -3.12874963314011597E-03  2.17763845881984164E-02
  5.70940741164033341E+01 -3.23914944778331236E-03  2.17602369209281554E-02
  5.70973027800794384E+01 -3.34946594891818213E-03  2.17435295629995994E-02
  5.71005314437555427E+01 -3.45969629911597456E-03  2.17262629441393601E-02
  5.71037601074316470E+01 -3.56983766316411886E-03  2.17084375084586577E-02
  5.71069887711077513E+01 -3.67988720813853133E-03  2.16900537144419786E-02
  5.71102174347838556E+01 -3.78984210347771237E-03  2.16711120349350680E-02
  5.71134460984599741E+01 -3.89969952105400849E-03  2.16516129571330332E-02
  5.71166747621360713E+01 -4.00945663524635790E-03  2.16315569825678254E-02
  5.71199034258121756E+01 -4.11911062301450592E-03  2.16109446270950634E-02
  5.71231320894882799E+01 -4.22865866397007743E-03  2.15897764208810364E-02
  5.71263607531643842E+01 -4.33809794045065134E-03  2.15680529083887816E-02
  5.71295894168404885E+01 -4.44742563759039852E-03  2.15457746483644318E-02
  5.71328180805165928E+01 -4.55663894339370518E-03  2.15229422138226191E-02
  5.71360467441926971E+01 -4.66573504880688807E-03  2.14995561920318483E-02
  5.71392754078688085E+01 -4.77471114779197403E-03  2.14756171844990504E-02
  5.71425040715449128E+01 -4.88356443739581831E-03  2.14511258069548134E-02
  5.71457327352210172E+01 -4.99229211782525190E-03  2.14260826893368367E-02
  5.71489613988971215E+01 -5.10089139251726584E-03  2.14004884757741688E-02
  5.71521900625732258E+01 -5.20935946821246207E-03  2.13743438245702667E-02
  5.71554187262493301E+01 -5.31769355502507111E-03  2.13476494081864809E-02
  5.71586473899254344E+01 -5.42589086651593111E-03  2.13204059132245174E-02
  5.71618760536015387E+01 -5.53394861976354464E-03  2.12926140404088721E-02
  5.71651047172776430E+01 -5.64186403543687470E-03  2.12642745045685463E-02
  5.71683333809537544E+01 -5.74963433786531038E-03  2.12353880346190065E-02
  5.71715620446298587E+01 -5.85725675511007248E-03  2.12059553735434725E-02
  5.71747907083059630E+01 -5.96472851903700682E-03  2.11759772783733993E-02
  5.71780193719820673E+01 -6.07204686538628281E-03  2.11454545201694016E-02
  5.71812480356581716E+01 -6.17920903384499426E-03  2.11143878840010027E-02
  5.71844766993342759E+01 -6.28621226811635053E-03  2.10827781689269626E-02
  5.71877053630103802E+01 -6.39305381599177946E-03  2.10506261879743820E-02
  5.71909340266864845E+01 -6.49973092942110909E-03  2.10179327681179577E-02
  5.71941626903625959E+01 -6.60624086458475382E-03  2.09846987502582544E-02
  5.71973913540387002E+01 -6.71258088196128710E-03  2.09509249892010189E-02
  5.72006200177148045E+01 -6.81874824640090350E-03  2.09166123536342376E-02
  5.72038486813909088E+01 -6.92474022719426641E-03  2.08817617261062884E-02
  5.72070773450670131E+01 -7.03055409814275223E-03  2.08463740030032096E-02
  5.72103060087431174E+01 -7.13618713762975525E-03  2.08104500945252881E-02
  5.72135346724192217E+01 -7.24163662868890570E-03  2.07739909246642124E-02
  5.72167633360953261E+01 -7.34689985907514744E-03  2.07369974311789294E-02
  5.72199919997714304E+01 -7.45197412133390049E-03  2.06994705655717155E-02
  5.72232206634475418E+01 -7.55685671287216996E-03  2.06614112930631824E-02
  5.72264493271236461E+01 -7.66154493602512650E-03  2.06228205925685047E-02
  5.72296779907997504E+01 -7.76603609812842165E-03  2.05836994566711978E-02
  5.72329066544758547E+01 -7.87032751158598179E-03  2.05440488915980893E-02
  5.72361353181519590E+01 -7.97441649393913765E-03  2.05038699171934680E-02
  5.72393639818280633E+01 -8.07830036793678527E-03  2.04631635668923936E-02
  5.72425926455041676E+01 -8.18197646160249113E-03  2.04219308876947940E-02
  5.72458213091802648E+01 -8.28544210830439547E-03  2.03801729401380770E-02
  5.72490499728563833E+01 -8.38869464682378760E-03  2.03378907982698608E-02
  5.72522786365324876E+01 -8.49173142142211484E-03  2.02950855496209295E-02
  5.72555073002085919E+01 -8.59454978191217557E-03  2.02517582951760831E-02
  5.72587359638846962E+01 -8.69714708372340203E-03  2.02079101493469956E-02
  5.72619646275608005E+01 -8.79952068797132045E-03  2.01635422399429783E-02
  5.72651932912369048E+01 -8.90166796152484785E-03  2.01186557081421795E-02
  5.72684219549130020E+01 -9.00358627707516755E-03  2.00732517084617791E-02
  5.72716506185891063E+01 -9.10527301320158619E-03  2.00273314087289940E-02
  5.72748792822652106E+01 -9.20672555444010561E-03  1.99808959900505817E-02
  5.72781079459413291E+01 -9.30794129135069023E-03  1.99339466467824376E-02
  5.72813366096174335E+01 -9.40891762058296277E-03  1.98864845864995254E-02
  5.72845652732935378E+01 -9.50965194494600950E-03  1.98385110299635244E-02
  5.72877939369696421E+01 -9.61014167347233952E-03  1.97900272110927145E-02
  5.72910226006457464E+01 -9.71038422148593969E-03  1.97410343769296136E-02
  5.72942512643218436E+01 -9.81037701066820797E-03  1.96915337876091452E-02
  5.72974799279979479E+01 -9.91011746912537003E-03  1.96415267163256961E-02
  5.73007085916740522E+01 -1.00096030314529606E-02  1.95910144493011799E-02
  5.73039372553501565E+01 -1.01088311388029244E-02  1.95399982857514115E-02
  5.73071659190262750E+01 -1.02077992389494401E-02  1.94884795378526925E-02
  5.73103945827023793E+01 -1.03065047863531590E-02  1.94364595307087579E-02
  5.73136232463784836E+01 -1.04049452422294679E-02  1.93839396023152699E-02
  5.73168519100545808E+01 -1.05031180746110089E-02  1.93309211035268408E-02
  5.73200805737306851E+01 -1.06010207584141935E-02  1.92774053980215750E-02
  5.73233092374067894E+01 -1.06986507755035889E-02  1.92233938622662637E-02
  5.73265379010828937E+01 -1.07960056147578028E-02  1.91688878854804172E-02
  5.73297665647589980E+01 -1.08930827721323981E-02  1.91138888696013969E-02
  5.73329952284351165E+01 -1.09898797507256962E-02  1.90583982292476320E-02
  5.73362238921112208E+01 -1.10863940608416176E-02  1.90024173916829783E-02
  5.73394525557873180E+01 -1.11826232200550914E-02  1.89459477967792479E-02
  5.73426812194634223E+01 -1.12785647532758944E-02  1.88889908969791867E-02
  5.73459098831395266E+01 -1.13742161928109542E-02  1.88315481572598510E-02
  5.73491385468156309E+01 -1.14695750784289240E-02  1.87736210550943534E-02
  5.73523672104917352E+01 -1.15646389574228965E-02  1.87152110804141500E-02
  5.73555958741678396E+01 -1.16594053846745798E-02  1.86563197355700712E-02
  5.73588245378439439E+01 -1.17538719227155732E-02  1.85969485352946648E-02
  5.73620532015200553E+01 -1.18480361417913974E-02  1.85370990066624150E-02
  5.73652818651961596E+01 -1.19418956199226697E-02  1.84767726890512907E-02
  5.73685105288722639E+01 -1.20354479429687095E-02  1.84159711341023262E-02
  5.73717391925483682E+01 -1.21286907046896444E-02  1.83546959056796917E-02
  5.73749678562244725E+01 -1.22216215068069699E-02  1.82929485798313356E-02
  5.73781965199005768E+01 -1.23142379590662938E-02  1.82307307447477467E-02
  5.73814251835766811E+01 -1.24065376792983038E-02  1.81680440007214693E-02
  5.73846538472527854E+01 -1.24985182934810521E-02  1.81048899601052339E-02
  5.73878825109288968E+01 -1.25901774357997445E-02  1.80412702472713647E-02
  5.73911111746050011E+01 -1.26815127487075775E-02  1.79771864985699865E-02
  5.73943398382811054E+01 -1.27725218829876763E-02  1.79126403622860905E-02
  5.73975685019572097E+01 -1.28632024978122331E-02  1.78476334985979875E-02
  5.74007971656333140E+01 -1.29535522608039740E-02  1.77821675795337211E-02
  5.74040258293094183E+01 -1.30435688480946433E-02  1.77162442889291574E-02
  5.74072544929855226E+01 -1.31332499443857810E-02  1.76498653223839293E-02
  5.74104831566616269E+01 -1.32225932430077766E-02  1.75830323872182212E-02
  5.74137118203377312E+01 -1.33115964459801974E-02  1.75157472024280829E-02
  5.74169404840138426E+01 -1.34002572640696312E-02  1.74480114986421582E-02
  5.74201691476899470E+01 -1.34885734168485923E-02  1.73798270180771756E-02
  5.74233978113660513E+01 -1.35765426327553989E-02  1.73111955144922038E-02
  5.74266264750421556E+01 -1.36641626491513773E-02  1.72421187531444746E-02
  5.74298551387182599E+01 -1.37514312123802763E-02  1.71725985107430180E-02
  5.74330838023943642E+01 -1.38383460778247602E-02  1.71026365754041558E-02
  5.74363124660704685E+01 -1.39249050099648948E-02  1.70322347466048754E-02
  5.74395411297465728E+01 -1.40111057824363512E-02  1.69613948351360101E-02
  5.74427697934226771E+01 -1.40969461780862341E-02  1.68901186630568065E-02
  5.74459984570987885E+01 -1.41824239890313026E-02  1.68184080636470841E-02
  5.74492271207748928E+01 -1.42675370167135735E-02  1.67462648813610955E-02
  5.74524557844509971E+01 -1.43522830719580510E-02  1.66736909717790510E-02
  5.74556844481271014E+01 -1.44366599750290515E-02  1.66006882015594208E-02
  5.74589131118032057E+01 -1.45206655556850469E-02  1.65272584483919099E-02
  5.74621417754793100E+01 -1.46042976532354731E-02  1.64534036009483658E-02
  5.74653704391554143E+01 -1.46875541165958096E-02  1.63791255588346188E-02
  5.74685991028315115E+01 -1.47704328043438415E-02  1.63044262325407578E-02
  5.74718277665076300E+01 -1.48529315847735852E-02  1.62293075433930650E-02
  5.74750564301837343E+01 -1.49350483359501126E-02  1.61537714235045968E-02
  5.74782850938598386E+01 -1.50167809457652790E-02  1.60778198157244187E-02
  5.74815137575359429E+01 -1.50981273119909186E-02  1.60014546735887039E-02
  5.74847424212120472E+01 -1.51790853423340241E-02  1.59246779612694303E-02
  5.74879710848881516E+01 -1.52596529544892345E-02  1.58474916535251073E-02
  5.74911997485642488E+01 -1.53398280761932598E-02  1.57698977356491750E-02
  5.74944284122403531E+01 -1.54196086452777735E-02  1.56918982034193327E-02
  5.74976570759164574E+01 -1.54989926097233201E-02  1.56134950630453569E-02
  5.75008857395925759E+01 -1.55779779277109825E-02  1.55346903311185877E-02
  5.75041144032686802E+01 -1.56565625676749094E-02  1.54554860345600519E-02
  5.75073430669447845E+01 -1.57347445083556720E-02  1.53758842105672384E-02
  5.75105717306208888E+01 -1.58125217388511499E-02  1.52958869065628160E-02
  5.75138003942969931E+01 -1.58898922586693421E-02  1.52154961801408226E-02
  5.75170290579730903E+01 -1.59668540777785223E-02  1.51347140990151282E-02
  5.75202577216491946E+01 -1.60434052166592844E-02  1.50535427409653148E-02
  5.75234863853252989E+01 -1.61195437063550370E-02  1.49719841937837189E-02
  5.75267150490014174E+01 -1.61952675885237117E-02  1.48900405552205729E-02
  5.75299437126775217E+01 -1.62705749154859781E-02  1.48077139329323322E-02
  5.75331723763536260E+01 -1.63454637502775182E-02  1.47250064444251934E-02
  5.75364010400297303E+01 -1.64199321666977337E-02  1.46419202170017630E-02
  5.75396297037058275E+01 -1.64939782493593208E-02  1.45584573877063448E-02
  5.75428583673819318E+01 -1.65676000937383661E-02  1.44746201032690466E-02
  5.75460870310580361E+01 -1.66407958062220682E-02  1.43904105200519557E-02
  5.75493156947341404E+01 -1.67135635041582922E-02  1.43058308039927546E-02
  5.75525443584102447E+01 -1.67859013159035730E-02  1.42208831305494689E-02
  5.75557730220863633E+01 -1.68578073808722841E-02  1.41355696846433409E-02
  5.75590016857624676E+01 -1.69292798495824411E-02  1.40498926606049852E-02
  5.75622303494385648E+01 -1.70003168837053117E-02  1.39638542621155996E-02
  5.75654590131146691E+01 -1.70709166561116982E-02  1.38774567021514462E-02
  5.75686876767907734E+01 -1.71410773509189165E-02  1.37907022029269584E-02
  5.75719163404668777E+01 -1.72107971635382974E-02  1.37035929958366012E-02
  5.75751450041429820E+01 -1.72800743007204341E-02  1.36161313213989336E-02
  5.75783736678190863E+01 -1.73489069806020690E-02  1.35283194291980231E-02
  5.75816023314952048E+01 -1.74172934327519423E-02  1.34401595778255532E-02
  5.75848309951713020E+01 -1.74852318982153566E-02  1.33516540348240040E-02
  5.75880596588474063E+01 -1.75527206295613414E-02  1.32628050766258193E-02
  5.75912883225235106E+01 -1.76197578909256768E-02  1.31736149884973605E-02
  5.75945169861996149E+01 -1.76863419580565034E-02  1.30840860644788615E-02
  5.75977456498757192E+01 -1.77524711183583012E-02  1.29942206073259455E-02
  5.76009743135518235E+01 -1.78181436709366620E-02  1.29040209284493820E-02
  5.76042029772279278E+01 -1.78833579266409436E-02  1.28134893478571432E-02
  5.76074316409040321E+01 -1.79481122081084458E-02  1.27226281940937234E-02
  5.76106603045801435E+01 -1.80124048498075569E-02  1.26314398041802445E-02
  5.76138889682562478E+01 -1.80762341980796881E-02  1.25399265235556379E-02
