#             freq. [MHz]    Abs(ampl) [arb.units]
 -5.97610619469026569E+04  5.72660951409439840E-23
 -5.97522123893805256E+04  9.27591351715356316E-23
 -5.97433628318584088E+04  1.15323948016561812E-22
 -5.97345132743362919E+04  1.18152966724830414E-22
 -5.97256637168141606E+04  1.00383705798599661E-22
 -5.97168141592920438E+04  6.73598098749468910E-23
 -5.97079646017699124E+04  2.90283068310749482E-23
 -5.96991150442477956E+04  3.05527995155237430E-24
 -5.96902654867256642E+04  1.92084882718079294E-23
 -5.96814159292035474E+04  1.45416165989201067E-23
 -5.96725663716814161E+04  9.56342970621530309E-24
 -5.96637168141592992E+04  4.58650344418418898E-23
 -5.96548672566371679E+04  8.34387379591591322E-23
 -5.96460176991150511E+04  1.10967008929013563E-22
 -5.96371681415929197E+04  1.20150164596968777E-22
 -5.96283185840708029E+04  1.08210612491358629E-22
 -5.96194690265486715E+04  7.87349686854285565E-23
 -5.96106194690265547E+04  4.05986381846108844E-23
 -5.96017699115044234E+04  5.29539142026888814E-24
 -5.95929203539823066E+04  1.65247833742992383E-23
 -5.95840707964601752E+04  1.82663054362900273E-23
 -5.95752212389380584E+04  6.20090403465941052E-25
 -5.95663716814159270E+04  3.44667577523347157E-23
 -5.95575221238938102E+04  7.30919121205807613E-23
 -5.95486725663716788E+04  1.04863641092992340E-22
 -5.95398230088495620E+04  1.20206814561963146E-22
 -5.95309734513274307E+04  1.14488533258655602E-22
 -5.95221238938053139E+04  8.94202143659162555E-23
 -5.95132743362831825E+04  5.25473535229707701E-23
 -5.95044247787610657E+04  1.49801141942222673E-23
 -5.94955752212389343E+04  1.19521404067614679E-23
 -5.94867256637168175E+04  2.01155923779100245E-23
 -5.94778761061946861E+04  7.02622452167980425E-24
 -5.94690265486725693E+04  2.33961370539138384E-23
 -5.94601769911504380E+04  6.20038636063374295E-23
 -5.94513274336283212E+04  9.71739769488816208E-23
 -5.94424778761061898E+04  1.18309294046364696E-22
 -5.94336283185840730E+04  1.19033603416279127E-22
 -5.94247787610619416E+04  9.91171211672946071E-23
 -5.94159292035398248E+04  6.45512255444021261E-23
 -5.94070796460177080E+04  2.57482470437274170E-23
 -5.93982300884955766E+04  5.59304703588951876E-24
 -5.93893805309734598E+04  2.00126417464900531E-23
 -5.93805309734513285E+04  1.31424508461118847E-23
 -5.93716814159292117E+04  1.29724230403643401E-23
 -5.93628318584070803E+04  5.04843995489357819E-23
 -5.93539823008849635E+04  8.81037156815252291E-23
 -5.93451327433628321E+04  1.14498155206446392E-22
 -5.93362831858407153E+04  1.21708817795723227E-22
 -5.93274336283185839E+04  1.07551950887756622E-22
 -5.93185840707964671E+04  7.62822451771262527E-23
 -5.93097345132743358E+04  3.73164233218431555E-23
 -5.93008849557522190E+04  2.39929530068446795E-24
 -5.92920353982300876E+04  1.79343156919388437E-23
 -5.92831858407079708E+04  1.75356142565348989E-23
 -5.92743362831858394E+04  3.49982409459958432E-24
 -5.92654867256637226E+04  3.88576292154164423E-23
 -5.92566371681415912E+04  7.78996013924726760E-23
 -5.92477876106194744E+04  1.08867858947332467E-22
 -5.92389380530973431E+04  1.22427830550331667E-22
 -5.92300884955752263E+04  1.14483509090154560E-22
 -5.92212389380530949E+04  8.74170371000269117E-23
 -5.92123893805309781E+04  4.93763880664095331E-23
 -5.92035398230088467E+04  1.18245671806849176E-23
 -5.91946902654867299E+04  1.39125400128766025E-23
 -5.91858407079645986E+04  2.00599941492586683E-23
 -5.91769911504424817E+04  4.74049094950106685E-24
 -5.91681415929203504E+04  2.74542387699471959E-23
 -5.91592920353982336E+04  6.68422778764215461E-23
 -5.91504424778761022E+04  1.01564584364380879E-22
 -5.91415929203539854E+04  1.21158200740668462E-22
 -5.91327433628318540E+04  1.19710393455896584E-22
 -5.91238938053097372E+04  9.76455423065048757E-23
 -5.91150442477876059E+04  6.16029548585005707E-23
 -5.91061946902654890E+04  2.24405446466266909E-23
 -5.90973451327433577E+04  8.03341647239958440E-24
 -5.90884955752212409E+04  2.06189430939236394E-23
 -5.90796460176991241E+04  1.14997958241139601E-23
 -5.90707964601769927E+04  1.66017240505202516E-23
 -5.90619469026548759E+04  5.52391548513200523E-23
 -5.90530973451327445E+04  9.27829354045373660E-23
 -5.90442477876106277E+04  1.17922640381273782E-22
 -5.90353982300884963E+04  1.23076563955062715E-22
 -5.90265486725663795E+04  1.06680139717513367E-22
 -5.90176991150442482E+04  7.36632079947658951E-23
 -5.90088495575221314E+04  3.39697332979938961E-23
 -5.90000000000000000E+04  4.35971386131054578E-25
 -5.89911504424778832E+04  1.91708467040722436E-23
 -5.89823008849557518E+04  1.65674214123589066E-23
 -5.89734513274336350E+04  6.61561333902605231E-24
 -5.89646017699115037E+04  4.34158680047154052E-23
 -5.89557522123893868E+04  8.27603433052220067E-23
 -5.89469026548672555E+04  1.12799197139647374E-22
 -5.89380530973451387E+04  1.24476722405098049E-22
 -5.89292035398230073E+04  1.14263631002897926E-22
 -5.89203539823008905E+04  8.52256564304107105E-23
 -5.89115044247787591E+04  4.61052737017445449E-23
 -5.89026548672566423E+04  8.69183658132743903E-24
 -5.88938053097345110E+04  1.57291229514712046E-23
 -5.88849557522123941E+04  1.97781470591618892E-23
 -5.88761061946902628E+04  2.20958970818874537E-24
 -5.88672566371681460E+04  3.17074469183459555E-23
 -5.88584070796460146E+04  7.17715515290266485E-23
 -5.88495575221238978E+04  1.05919179896283221E-22
 -5.88407079646017664E+04  1.23859349865024180E-22
 -5.88318584070796496E+04  1.20176913485635474E-22
 -5.88230088495575183E+04  9.59695020994679407E-23
 -5.88141592920354014E+04  5.85220875913408060E-23
 -5.88053097345132701E+04  1.91169550257148318E-23
 -5.87964601769911533E+04  1.03632831042638071E-23
 -5.87876106194690219E+04  2.10168885561731134E-23
 -5.87787610619469051E+04  9.60881882169034777E-24
 -5.87699115044247737E+04  2.04492100441538981E-23
 -5.87610619469026569E+04  6.01210060700636748E-23
 -5.87522123893805256E+04  9.74644954784467124E-23
 -5.87433628318584088E+04  1.21228697727670171E-22
 -5.87345132743362919E+04  1.24245589477936808E-22
 -5.87256637168141606E+04  1.05593515005934191E-22
 -5.87168141592920438E+04  7.08829672844325910E-23
 -5.87079646017699124E+04  3.05683095147078059E-23
 -5.86991150442477956E+04  3.19693337264679245E-24
 -5.86902654867256642E+04  2.02223445793791649E-23
 -5.86814159292035474E+04  1.53541577370844881E-23
 -5.86725663716814161E+04  9.96706770284994576E-24
 -5.86637168141592992E+04  4.81346178204416359E-23
 -5.86548672566371679E+04  8.76627441632122750E-23
 -5.86460176991150511E+04  1.16645323663501137E-22
 -5.86371681415929197E+04  1.26343988335484824E-22
 -5.86283185840708029E+04  1.13825244808220435E-22
 -5.86194690265486715E+04  8.28493512398136722E-23
 -5.86106194690265547E+04  4.27433715849355563E-23
 -5.86017699115044234E+04  5.59480100883283666E-24
 -5.85929203539823066E+04  1.73892862910362079E-23
 -5.85840707964601752E+04  1.92615376311839566E-23
 -5.85752212389380584E+04  5.68722577174331625E-25
 -5.85663716814159270E+04  3.61510774237096738E-23
 -5.85575221238938102E+04  7.67815656213191574E-23
 -5.85486725663716788E+04  1.10225117136425465E-22
 -5.85398230088495620E+04  1.26401734649145130E-22
 -5.85309734513274307E+04  1.20427673415168682E-22
 -5.85221238938053139E+04  9.40898649715955023E-23
 -5.85132743362831825E+04  5.53165827482308245E-23
 -5.85044247787610657E+04  1.57898405894604967E-23
 -5.84955752212389343E+04  1.25696504303809177E-23
 -5.84867256637168175E+04  2.11963423029113889E-23
 -5.84778761061946861E+04  7.46523630182590552E-24
 -5.84690265486725693E+04  2.45121294199260128E-23
 -5.84601769911504380E+04  6.51212493838034048E-23
 -5.84513274336283212E+04  1.02136104127383049E-22
 -5.84424778761061898E+04  1.24404402623726910E-22
 -5.84336283185840730E+04  1.25207620424970921E-22
 -5.84247787610619416E+04  1.04291357517501878E-22
 -5.84159292035398248E+04  6.79477160106929162E-23
 -5.84070796460177080E+04  2.71244528892511522E-23
 -5.83982300884955766E+04  5.87051354449877011E-24
 -5.83893805309734598E+04  2.10775574708530374E-23
 -5.83805309734513285E+04  1.38897762277407017E-23
 -5.83716814159292117E+04  1.35537057950066182E-23
 -5.83628318584070803E+04  5.30065701077909596E-23
 -5.83539823008849635E+04  9.25950944853317258E-23
 -5.83451327433628321E+04  1.20393898520976770E-22
 -5.83362831858407153E+04  1.28020496422124209E-22
 -5.83274336283185839E+04  1.13164999813135398E-22
 -5.83185840707964671E+04  8.02919870180279893E-23
 -5.83097345132743358E+04  3.93007998546458084E-23
 -5.83008849557522190E+04  2.54676911854483112E-24
 -5.82920353982300876E+04  1.88806787056991715E-23
 -5.82831858407079708E+04  1.85018733478427918E-23
 -5.82743362831858394E+04  3.59605559040224579E-24
 -5.82654867256637226E+04  4.07793618013505913E-23
 -5.82566371681415912E+04  8.18612445084377698E-23
 -5.82477876106194744E+04  1.14469686797396179E-22
 -5.82389380530973431E+04  1.28775494378031843E-22
 -5.82300884955752263E+04  1.20457321449617179E-22
 -5.82212389380530949E+04  9.20090809336860035E-23
 -5.82123893805309781E+04  5.19945693545373703E-23
 -5.82035398230088467E+04  1.24716533051849821E-23
 -5.81946902654867299E+04  1.46390059366896590E-23
 -5.81858407079645986E+04  2.11470332338924101E-23
 -5.81769911504424817E+04  5.06558341986734596E-24
 -5.81681415929203504E+04  2.87869445475159989E-23
 -5.81592920353982336E+04  7.02297550668007442E-23
 -5.81504424778761022E+04  1.06785423415479356E-22
 -5.81415929203539854E+04  1.27438307639193130E-22
 -5.81327433628318540E+04  1.25956138532628644E-22
 -5.81238938053097372E+04  1.02772820573190773E-22
 -5.81150442477876059E+04  6.48638008993355209E-23
 -5.81061946902654890E+04  2.36494908195865791E-23
 -5.80973451327433577E+04  8.44308583629354453E-24
 -5.80884955752212409E+04  2.17250015729237684E-23
 -5.80796460176991241E+04  1.21684435422649739E-23
 -5.80707964601769927E+04  1.73742738534134970E-23
 -5.80619469026548759E+04  5.80239332912859905E-23
 -5.80530973451327445E+04  9.75454193336331845E-23
 -5.80442477876106277E+04  1.24032617008863939E-22
 -5.80353982300884963E+04  1.29497268057538147E-22
 -5.80265486725663795E+04  1.12280413087345587E-22
 -5.80176991150442482E+04  7.75582020864483837E-23
 -5.80088495575221314E+04  3.57880367923907829E-23
 -5.80000000000000000E+04  4.38870922206152591E-25
 -5.79911504424778832E+04  2.01906696145900248E-23
 -5.79823008849557518E+04  1.74913951483948287E-23
 -5.79734513274336350E+04  6.87323615487479142E-24
 -5.79646017699115037E+04  4.55864120259917840E-23
 -5.79557522123893868E+04  8.69996916000783822E-23
 -5.79469026548672555E+04  1.18640296964413946E-22
 -5.79380530973451387E+04  1.30969604129077808E-22
 -5.79292035398230073E+04  1.20261104319386881E-22
 -5.79203539823008905E+04  8.97289929710022149E-23
 -5.79115044247787591E+04  4.85657339713281339E-23
 -5.79026548672566423E+04  9.17562447043018238E-24
 -5.78938053097345110E+04  1.65584463155397329E-23
 -5.78849557522123941E+04  2.08602669059917282E-23
 -5.78761061946902628E+04  2.40613278776107632E-24
 -5.78672566371681460E+04  3.32697407483776931E-23
 -5.78584070796460146E+04  7.54371467203008633E-23
 -5.78495575221238978E+04  1.11399427860815891E-22
 -5.78407079646017664E+04  1.30318742871493591E-22
 -5.78318584070796496E+04  1.26484205432084994E-22
 -5.78230088495575183E+04  1.01038372433888168E-22
 -5.78141592920354014E+04  6.16387890167807766E-23
 -5.78053097345132701E+04  2.01559208875052820E-23
 -5.77964601769911533E+04  1.09009159669679921E-23
 -5.77876106194690219E+04  2.21536334499199992E-23
 -5.77787610619469051E+04  1.01847574568559031E-23
 -5.77699115044247737E+04  2.14266919623094111E-23
 -5.77610619469026569E+04  6.31780292768440160E-23
 -5.77522123893805401E+04  1.02501242336371939E-22
 -5.77433628318584088E+04  1.27548980370750232E-22
 -5.77345132743362919E+04  1.30765698529819716E-22
 -5.77256637168141606E+04  1.11169412991429934E-22
 -5.77168141592920438E+04  7.46534515076972430E-23
 -5.77079646017699124E+04  3.22164041088579545E-23
 -5.76991150442477956E+04  3.34828741242860080E-24
 -5.76902654867256642E+04  2.13068677564320654E-23
 -5.76814159292035474E+04  1.62226301995907007E-23
 -5.76725663716814161E+04  1.04005587047275378E-23
 -5.76637168141592992E+04  5.05653045646808219E-23
 -5.76548672566371679E+04  9.21851347429882501E-23
 -5.76460176991150511E+04  1.22723944413506726E-22
 -5.76371681415929197E+04  1.32974268416044790E-22
 -5.76283185840708029E+04  1.19834797877354918E-22
 -5.76194690265486715E+04  8.72529560755714056E-23
 -5.76106194690265547E+04  4.50389007004865189E-23
 -5.76017699115044234E+04  5.91545262117031992E-24
 -5.75929203539823066E+04  1.83143213618710116E-23
 -5.75840707964601752E+04  2.03258400723052751E-23
 -5.75752212389380584E+04  5.15182325254897648E-25
 -5.75663716814159270E+04  3.79554406243928280E-23
 -5.75575221238938102E+04  8.07325564454040957E-23
 -5.75486725663716788E+04  1.15965194881532802E-22
 -5.75398230088495620E+04  1.33034204423635435E-22
 -5.75309734513274307E+04  1.26785590801359107E-22
 -5.75221238938053139E+04  9.90889893999652581E-23
 -5.75132743362831825E+04  5.82806423002162235E-23
 -5.75044247787610657E+04  1.66565239619295271E-23
 -5.74955752212389343E+04  1.32301160937373279E-23
 -5.74867256637168175E+04  2.23524592779425470E-23
 -5.74778761061946861E+04  7.93402418171204899E-24
 -5.74690265486725693E+04  2.57083427104738962E-23
 -5.74601769911504380E+04  6.84596345346410615E-23
 -5.74513274336283212E+04  1.07449736106983402E-22
 -5.74424778761061898E+04  1.30930455655134887E-22
 -5.74336283185840730E+04  1.31817694473978164E-22
 -5.74247787610619416E+04  1.09830812427096773E-22
 -5.74159292035398248E+04  7.15837631940935638E-23
 -5.74070796460177080E+04  2.85976478478874281E-23
 -5.73982300884955766E+04  6.16728155455796437E-24
 -5.73893805309734598E+04  2.22170032117243248E-23
 -5.73805309734513285E+04  1.46887718290508831E-23
 -5.73716814159292117E+04  1.41776327890214553E-23
 -5.73628318584070803E+04  5.57088599616235068E-23
 -5.73539823008849635E+04  9.74052539618655969E-23
 -5.73451327433628321E+04  1.26707385042629730E-22
 -5.73362831858407153E+04  1.34778966864284990E-22
 -5.73274336283185839E+04  1.19175139342112457E-22
 -5.73185840707964671E+04  8.45851246029394110E-23
 -5.73097345132743358E+04  4.14253433475268711E-23
 -5.73008849557522190E+04  2.70479386289661803E-24
 -5.72920353982300876E+04  1.98934597082453922E-23
 -5.72831858407079708E+04  1.95352821709107966E-23
 -5.72743362831858394E+04  3.70035509353130399E-24
 -5.72654867256637226E+04  4.28386374532813641E-23
 -5.72566371681415912E+04  8.61048481284434982E-23
 -5.72477876106194744E+04  1.20469319319282370E-22
 -5.72389380530973431E+04  1.35573452694246756E-22
 -5.72300884955752263E+04  1.26854509549829811E-22
 -5.72212389380530949E+04  9.69262810109870803E-23
 -5.72123893805309781E+04  5.47981854669184688E-23
 -5.72035398230088467E+04  1.31646878332306180E-23
 -5.71946902654867299E+04  1.54166121486381633E-23
 -5.71858407079645986E+04  2.23108259323299499E-23
 -5.71769911504424817E+04  5.41211881327021547E-24
 -5.71681415929203504E+04  3.02157747808721502E-23
 -5.71592920353982336E+04  7.38589553094410634E-23
 -5.71504424778761022E+04  1.12377730696841767E-22
 -5.71415929203539854E+04  1.34164771136919243E-22
 -5.71327433628318540E+04  1.32645454033131659E-22
 -5.71238938053097372E+04  1.08263935770178680E-22
 -5.71150442477876059E+04  6.83559946390439384E-23
 -5.71061946902654890E+04  2.49442515072829173E-23
 -5.70973451327433577E+04  8.88158592963605232E-24
 -5.70884955752212409E+04  2.29085855692886019E-23
 -5.70796460176991241E+04  1.28835325000633382E-23
 -5.70707964601769927E+04  1.82031018940323235E-23
 -5.70619469026548759E+04  6.10080353997305450E-23
 -5.70530973451327445E+04  1.02647729384222707E-22
 -5.70442477876106277E+04  1.30577820146601399E-22
 -5.70353982300884963E+04  1.36374840502294791E-22
 -5.70265486725663795E+04  1.18278860458907941E-22
 -5.70176991150442482E+04  8.17301087241288761E-23
 -5.70088495575221314E+04  3.77358735324318411E-23
 -5.70000000000000000E+04  4.42029299288789303E-25
 -5.69911504424778832E+04  2.12824695963318010E-23
 -5.69823008849557518E+04  1.84800136455383545E-23
 -5.69734513274336350E+04  7.15061281724652790E-24
 -5.69646017699115037E+04  4.79128499121696057E-23
 -5.69557522123893868E+04  9.15421801647228033E-23
 -5.69469026548672555E+04  1.24898324227394567E-22
 -5.69380530973451387E+04  1.37925385649230096E-22
 -5.69292035398230073E+04  1.26685863414317730E-22
 -5.69203539823008905E+04  9.45530082574649838E-23
 -5.69115044247787591E+04  5.12008940050038013E-23
 -5.69026548672566423E+04  9.69418555810549597E-24
 -5.68938053097345110E+04  1.74461551527503417E-23
 -5.68849557522123941E+04  2.20185457924692556E-23
 -5.68761061946902628E+04  2.61524096246762977E-24
 -5.68672566371681460E+04  3.49442545709366200E-23
 -5.68584070796460146E+04  7.93657752072688978E-23
 -5.68495575221238978E+04  1.17272112665071409E-22
 -5.68407079646017664E+04  1.37239617912265407E-22
 -5.68318584070796496E+04  1.33241566377796387E-22
 -5.68230088495575183E+04  1.06468760629063309E-22
 -5.68141592920354014E+04  6.49778069174364279E-23
 -5.68053097345132701E+04  2.12688039969108665E-23
 -5.67964601769911533E+04  1.14767978389828403E-23
 -5.67876106194690219E+04  2.33706996240609242E-23
 -5.67787610619469051E+04  1.08006447702053691E-23
 -5.67699115044247737E+04  2.24755979177403580E-23
 -5.67610619469026569E+04  6.64549458993399624E-23
 -5.67522123893805401E+04  1.07899219687999285E-22
 -5.67433628318584088E+04  1.34321800686801382E-22
 -5.67345132743362919E+04  1.37752506988311895E-22
 -5.67256637168141606E+04  1.17143845300352047E-22
 -5.67168141592920438E+04  7.86932498750904165E-23
 -5.67079646017699124E+04  3.39822502496882917E-23
 -5.66991150442477956E+04  3.51028122664605841E-24
 -5.66902654867256642E+04  2.24683655518438295E-23
 -5.66814159292035474E+04  1.71521595719919454E-23
 -5.66725663716814161E+04  1.08665411442043952E-23
 -5.66637168141592992E+04  5.31714618647429283E-23
 -5.66548672566371679E+04  9.70325465838844310E-23
 -5.66460176991150511E+04  1.29238579867954947E-22
 -5.66371681415929197E+04  1.40079238614599339E-22
 -5.66283185840708029E+04  1.26275043523358173E-22
 -5.66194690265486715E+04  9.19719044908863823E-23
 -5.66106194690265547E+04  4.74986564744324432E-23
 -5.66017699115044234E+04  6.25912498585888757E-24
 -5.65929203539823066E+04  1.93050243585232934E-23
 -5.65840707964601752E+04  2.14654778626690335E-23
 -5.65752212389380584E+04  4.59096268856157353E-25
 -5.65663716814159270E+04  3.98907471600820261E-23
 -5.65575221238938102E+04  8.49684064701189197E-23
 -5.65486725663716788E+04  1.22118053469009615E-22
 -5.65398230088495620E+04  1.40143023262423453E-22
 -5.65309734513274307E+04  1.33599613734731752E-22
 -5.65221238938053139E+04  1.04446388945751327E-22
 -5.65132743362831825E+04  6.14573269813225988E-23
 -5.65044247787610657E+04  1.75854841628137299E-23
 -5.64955752212389343E+04  1.39377519622370532E-23
 -5.64867256637168175E+04  2.35906926306101997E-23
 -5.64778761061946861E+04  8.43523782966567840E-24
 -5.64690265486725693E+04  2.69919601838540751E-23
 -5.64601769911504380E+04  7.20394717557468599E-23
 -5.64513274336283212E+04  1.13146202564403252E-22
 -5.64424778761061898E+04  1.37926187253614514E-22
 -5.64336283185840730E+04  1.38903096897294300E-22
 -5.64247787610619416E+04  1.15768389377655207E-22
 -5.64159292035398248E+04  7.54810544750173321E-23
 -5.64070796460177080E+04  3.01768200681205082E-23
 -5.63982300884955766E+04  6.48514244846878027E-24
 -5.63893805309734598E+04  2.34376370257277204E-23
 -5.63805309734513285E+04  1.55440842943963364E-23
 -5.63716814159292117E+04  1.48477591879181052E-23
 -5.63628318584070803E+04  5.86064554219790425E-23
 -5.63539823008849635E+04  1.02562964395649609E-22
 -5.63451327433628321E+04  1.33476240762410580E-22
 -5.63362831858407153E+04  1.42024325479232761E-22
 -5.63274336283185839E+04  1.25617938683153439E-22
 -5.63185840707964671E+04  8.91872558124496221E-23
 -5.63097345132743358E+04  4.37027995148668825E-23
 -5.63008849557522190E+04  2.87442798362255373E-24
 -5.62920353982300876E+04  2.09785648929830048E-23
 -5.62831858407079708E+04  2.06420442867614199E-23
 -5.62743362831858394E+04  3.81360354618446511E-24
 -5.62654867256637226E+04  4.50479518810771300E-23
 -5.62566371681415912E+04  9.06555558576442826E-23
 -5.62477876106194744E+04  1.26902466449917600E-22
 -5.62389380530973431E+04  1.42862129737822811E-22
 -5.62300884955752263E+04  1.33713251239855350E-22
 -5.62212389380530949E+04  1.02198250640341604E-22
 -5.62123893805309781E+04  5.78037986548397941E-23
 -5.62035398230088467E+04  1.39077305164211654E-23
 -5.61946902654867299E+04  1.62498308331233619E-23
 -5.61858407079645986E+04  2.35574235977421484E-23
 -5.61769911504424817E+04  5.78250779793579255E-24
 -5.61681415929203504E+04  3.17491854008844525E-23
 -5.61592920353982336E+04  7.77516804498742990E-23
 -5.61504424778761022E+04  1.18375053207000883E-22
 -5.61415929203539854E+04  1.41377893392522433E-22
 -5.61327433628318540E+04  1.39818306841220680E-22
 -5.61238938053097372E+04  1.14151732383384377E-22
 -5.61150442477876059E+04  7.21003784889807784E-23
 -5.61061946902654890E+04  2.63324977316635326E-23
 -5.60973451327433577E+04  9.35146060739881019E-24
 -5.60884955752212409E+04  2.41775885075032798E-23
 -5.60796460176991241E+04  1.36488504539198621E-23
 -5.60707964601769927E+04  1.90934992742395094E-23
 -5.60619469026548759E+04  6.42095727383539080E-23
 -5.60530973451327445E+04  1.08120322007630301E-22
 -5.60442477876106277E+04  1.37597383391783978E-22
 -5.60353982300884963E+04  1.43750513115074036E-22
 -5.60265486725663795E+04  1.24711466639523429E-22
 -5.60176991150442482E+04  8.62037645439732999E-23
 -5.60088495575221314E+04  3.98246663017824291E-23
 -5.60000000000000000E+04  4.45002004748970393E-25
 -5.59911504424778832E+04  2.24525116338944623E-23
 -5.59823008849557518E+04  1.95393237020860119E-23
 -5.59734513274336350E+04  7.44944811140436441E-24
 -5.59646017699115037E+04  5.04095146730088829E-23
 -5.59557522123893868E+04  9.64153589086791395E-23
 -5.59469026548672555E+04  1.31611016089620280E-22
 -5.59380530973451387E+04  1.45386056005099732E-22
 -5.59292035398230073E+04  1.33576553455791001E-22
 -5.59203539823008905E+04  9.97265883227429334E-23
 -5.59115044247787591E+04  5.40270655226594060E-23
 -5.59026548672566423E+04  1.02502453152958529E-23
 -5.58938053097345110E+04  1.83981232447052888E-23
 -5.58849557522123941E+04  2.32598502653251572E-23
 -5.58761061946902628E+04  2.83841903975277323E-24
 -5.58672566371681460E+04  3.67431236663459433E-23
 -5.58584070796460146E+04  8.35806366890387052E-23
 -5.58495575221238978E+04  1.23571559060667558E-22
 -5.58407079646017664E+04  1.44663806765303918E-22
 -5.58318584070796496E+04  1.40490310456749479E-22
 -5.58230088495575183E+04  1.12293754300062327E-22
 -5.58141592920354014E+04  6.85591057929686620E-23
 -5.58053097345132701E+04  2.24629515068293164E-23
 -5.57964601769911533E+04  1.20938753834455236E-23
 -5.57876106194690219E+04  2.46754450318548407E-23
 -5.57787610619469051E+04  1.14600100408399578E-23
 -5.57699115044247737E+04  2.36020780478660405E-23
 -5.57610619469026569E+04  6.99715335392605781E-23
 -5.57522123893805401E+04  1.13690877891284821E-22
 -5.57433628318584088E+04  1.41588114241725131E-22
 -5.57345132743362919E+04  1.45247977202886214E-22
 -5.57256637168141606E+04  1.23552955616580975E-22
 -5.57168141592920438E+04  8.30272718073708347E-23
 -5.57079646017699124E+04  3.58764301746249922E-23
 -5.56991150442477956E+04  3.68381345511609834E-24
 -5.56902654867256642E+04  2.37135972129561842E-23
 -5.56814159292035474E+04  1.81482038084784213E-23
 -5.56725663716814161E+04  1.13677898558083776E-23
 -5.56637168141592992E+04  5.59689947153308556E-23
 -5.56548672566371679E+04  1.02234522742756748E-22
 -5.56460176991150511E+04  1.36229073260569837E-22
 -5.56371681415929197E+04  1.47702771375470090E-22
 -5.56283185840708029E+04  1.33184655556037764E-22
 -5.56194690265486715E+04  9.70347435378952560E-23
 -5.56106194690265547E+04  5.01377194759566285E-23
 -5.56017699115044234E+04  6.62801957479038258E-24
 -5.55929203539823066E+04  2.03674426282252918E-23
 -5.55840707964601752E+04  2.26871461115985379E-23
 -5.55752212389380584E+04  4.00346912041658309E-25
 -5.55663716814159270E+04  4.19687840118752628E-23
 -5.55575221238938102E+04  8.95147698444980290E-23
 -5.55486725663716788E+04  1.28721159869597253E-22
 -5.55398230088495620E+04  1.47770977929692491E-22
 -5.55309734513274307E+04  1.40911741548267797E-22
 -5.55221238938053139E+04  1.10195090093262320E-22
 -5.55132743362831825E+04  6.48658514574308750E-23
 -5.55044247787610657E+04  1.85823246147205422E-23
 -5.54955752212389343E+04  1.46965954860430027E-23
 -5.54867256637168175E+04  2.49185770849697716E-23
 -5.54778761061946861E+04  8.97172251126787791E-24
 -5.54690265486725693E+04  2.83709352161633392E-23
 -5.54601769911504380E+04  7.58826105424870040E-23
 -5.54513274336283212E+04  1.19260547814627427E-22
 -5.54424778761061898E+04  1.45434599472747323E-22
 -5.54336283185840730E+04  1.46507073245516534E-22
 -5.54247787610619562E+04  1.22140350818640461E-22
 -5.54159292035398248E+04  7.96633666301364954E-23
 -5.54070796460177080E+04  3.18714053409304523E-23
 -5.53982300884955766E+04  6.82600857851967019E-24
 -5.53893805309734598E+04  2.47469288824605573E-23
 -5.53805309734513285E+04  1.64608795025543373E-23
 -5.53716814159292117E+04  1.55684887176209534E-23
 -5.53628318584070803E+04  6.17181988242021122E-23
 -5.53539823008849635E+04  1.08099854855206002E-22
 -5.53451327433628321E+04  1.40741987552255053E-22
 -5.53362831858407153E+04  1.49801206651258734E-22
 -5.53274336283185839E+04  1.32533180663309765E-22
 -5.53185840707964671E+04  9.41266475546214400E-23
 -5.53097345132743358E+04  4.61471011253599124E-23
 -5.53008849557522190E+04  3.05661721221128019E-24
 -5.52920353982300876E+04  2.21426809527857533E-23
 -5.52831858407079708E+04  2.18290207020589078E-23
 -5.52743362831858394E+04  3.93643845859209955E-24
 -5.52654867256637226E+04  4.74205682563611913E-23
 -5.52566371681415912E+04  9.55419998463523363E-23
 -5.52477876106194744E+04  1.33809035784026235E-22
 -5.52389380530973431E+04  1.50686593988351732E-22
 -5.52300884955752263E+04  1.41075764370344475E-22
 -5.52212389380530949E+04  1.07857121616951200E-22
 -5.52123893805309781E+04  6.10300644721225613E-23
 -5.52035398230088467E+04  1.47054204346773165E-23
 -5.51946902654867299E+04  1.71438779957309346E-23
 -5.51858407079645986E+04  2.48947663318263755E-23
 -5.51769911504424817E+04  6.17876470258081616E-24
 -5.51681415929203504E+04  3.33971558062021546E-23
 -5.51592920353982336E+04  8.19319883310367854E-23
 -5.51504424778761022E+04  1.24814583132538703E-22
 -5.51415929203539854E+04  1.49122312142206673E-22
 -5.51327433628318540E+04  1.47519139787565219E-22
 -5.51238938053097372E+04  1.20472712970151233E-22
 -5.51150442477876059E+04  7.61201127437378296E-23
 -5.51061946902654890E+04  2.78229270033644951E-23
 -5.50973451327433577E+04  9.85565112090580180E-24
 -5.50884955752212409E+04  2.55390263919539700E-23
 -5.50796460176991241E+04  1.44694561506788139E-23
 -5.50707964601769927E+04  2.00508786687969473E-23
 -5.50619469026548759E+04  6.76483352924601742E-23
 -5.50530973451327445E+04  1.13997329561730491E-22
 -5.50442477876106277E+04  1.45135331493452455E-22
 -5.50353982300884963E+04  1.51670225048992659E-22
 -5.50265486725663795E+04  1.31618486988664634E-22
 -5.50176991150442482E+04  9.10071055960703765E-23
