#             freq. [MHz]    Abs(ampl) [arb.units]
 -5.00884955752213136E+03  4.96966805152859804E-20
 -5.00000000000000000E+03  6.67761385662148555E-25
 -4.99115044247786864E+03  2.79092198233193504E-20
 -4.98230088495576638E+03  2.52428596891238984E-20
 -4.97345132743363502E+03  7.61647964206488461E-21
 -4.96460176991150365E+03  6.11410303199557235E-20
 -4.95575221238937229E+03  1.19448780375730925E-19
 -4.94690265486727003E+03  1.65047526851397746E-19
 -4.93805309734513867E+03  1.84115014351800488E-19
 -4.92920353982300730E+03  1.70722010785799750E-19
 -4.92035398230087594E+03  1.28708843848657691E-19
 -4.91150442477877368E+03  7.06231244914559692E-20
 -4.90265486725664232E+03  1.40100258697965779E-20
 -4.89380530973451096E+03  2.38489664469864733E-20
 -4.88495575221237959E+03  3.11718658216539923E-20
 -4.87610619469027733E+03  5.30098563817162550E-21
 -4.86725663716814597E+03  4.63975046005073631E-20
 -4.85840707964601461E+03  1.08659942132588466E-19
 -4.84955752212391235E+03  1.62865092315410835E-19
 -4.84070796460178099E+03  1.92638129837636140E-19
 -4.83185840707964962E+03  1.88832934075352261E-19
 -4.82300884955751826E+03  1.52377575280955871E-19
 -4.81415929203541600E+03  9.40989965383502865E-20
 -4.80530973451328464E+03  3.15482773896418698E-20
 -4.79646017699115328E+03  1.62437274295421505E-20
 -4.78761061946902191E+03  3.45141407427081696E-20
 -4.77876106194691965E+03  1.72840447605038283E-20
 -4.76991150442478829E+03  3.07378187158639539E-20
 -4.76106194690265693E+03  9.54677520836554861E-20
 -4.75221238938052556E+03  1.57612811427511208E-19
 -4.74336283185842331E+03  1.98458373710773319E-19
 -4.73451327433629194E+03  2.05542218622331867E-19
 -4.72566371681416058E+03  1.76495662873145738E-19
 -4.71681415929202922E+03  1.19868968779121255E-19
 -4.70796460176992696E+03  5.26588014443189807E-20
 -4.69911504424779559E+03  4.74884956822089697E-21
 -4.69026548672566423E+03  3.47165747177179498E-20
 -4.68141592920353287E+03  2.77271136027365271E-20
 -4.67256637168143061E+03  1.46464044057537508E-20
 -4.66371681415929925E+03  8.00969796537450156E-20
 -4.65486725663716788E+03  1.49195043584984821E-19
 -4.64601769911503652E+03  2.01196122240031240E-19
 -4.63716814159293426E+03  2.20309847284053478E-19
 -4.62831858407080290E+03  2.00536736132271434E-19
 -4.61946902654867154E+03  1.47592287565977669E-19
 -4.61061946902654017E+03  7.73038735850951759E-20
 -4.60176991150443791E+03  1.09273829112339811E-20
 -4.59292035398230655E+03  3.12317000381312545E-20
 -4.58407079646017519E+03  3.59794192224682108E-20
 -4.57522123893804383E+03  1.30825769610458984E-21
 -4.56637168141594157E+03  6.28713234200327389E-20
 -4.55752212389381020E+03  1.37601174298974994E-19
 -4.54867256637167884E+03  2.00518042532654637E-19
 -4.53982300884957658E+03  2.32590123529268774E-19
 -4.53097345132744522E+03  2.23919319122736879E-19
 -4.52212389380531386E+03  1.76841389353364441E-19
 -4.51327433628318249E+03  1.05354900363877938E-19
 -4.50442477876108023E+03  3.10109750683266353E-20
 -4.49557522123894887E+03  2.35307388320376758E-20
 -4.48672566371681751E+03  4.13541329764697204E-20
 -4.47787610619468614E+03  1.64758135458053969E-20
 -4.46902654867258389E+03  4.42191275622318750E-20
 -4.46017699115045252E+03  1.22917744095624703E-19
 -4.45132743362832116E+03  1.96152171814904954E-19
 -4.44247787610618980E+03  2.41845299764351070E-19
 -4.43362831858408754E+03  2.46015009514142773E-19
 -4.42477876106195617E+03  2.07102269139972459E-19
 -4.41592920353982481E+03  1.36584995385860278E-19
 -4.40707964601769345E+03  5.56494213862766183E-20
 -4.39823008849559119E+03  1.11176817331468475E-20
 -4.38938053097345983E+03  4.31391841134614876E-20
 -4.38053097345132846E+03  3.01280043697446285E-20
 -4.37168141592919710E+03  2.46777793635149305E-20
 -4.36283185840709484E+03  1.05340178746173174E-19
 -4.35398230088496348E+03  1.87903684194892034E-19
 -4.34513274336283212E+03  2.47560810137724485E-19
 -4.33628318584070075E+03  2.66158726505405194E-19
 -4.32743362831859849E+03  2.37776783001571577E-19
 -4.31858407079646713E+03  1.70662792155553156E-19
 -4.30973451327433577E+03  8.48990989913387896E-20
 -4.30088495575220441E+03  6.45575398790321763E-21
 -4.29203539823010215E+03  4.06097315847725289E-20
 -4.28318584070797078E+03  4.14645185405388466E-20
 -4.27433628318583942E+03  4.89661777603441160E-21
 -4.26548672566370806E+03  8.51839291349574487E-20
 -4.25663716814160580E+03  1.75671195652566070E-19
 -4.24778761061947444E+03  2.49262055748379750E-19
 -4.23893805309734307E+03  2.83661096513421355E-19
 -4.23008849557521171E+03  2.68187060393332224E-19
 -4.22123893805310945E+03  2.07147733478898106E-19
 -4.21238938053097809E+03  1.18713079919892547E-19
 -4.20353982300884672E+03  2.95744402454342052E-20
 -4.19469026548674447E+03  3.30422412957773526E-20
 -4.18584070796461310E+03  4.96207942695154347E-20
 -4.17699115044248174E+03  1.43618033946574143E-20
 -4.16814159292035038E+03  6.28948323949392833E-20
 -4.15929203539824812E+03  1.59463455990505221E-19
 -4.15044247787611675E+03  2.46532681882523638E-19
 -4.14159292035398539E+03  2.97823034455231645E-19
 -4.13274336283185403E+03  2.97582193528880388E-19
 -4.12389380530975177E+03  2.45487063635183431E-19
 -4.11504424778762041E+03  1.56929603977355032E-19
 -4.10619469026548904E+03  5.85436081733334970E-20
 -4.09734513274335768E+03  1.97300993791205156E-20
 -4.08849557522125542E+03  5.36778206695644524E-20
 -4.07964601769912406E+03  3.22222385931546299E-20
 -4.07079646017699270E+03  3.90585142628617901E-20
 -4.06194690265486133E+03  1.39416274119736674E-19
 -4.05309734513275907E+03  2.39034280143220697E-19
 -4.04424778761062771E+03  3.07952569256211517E-19
 -4.03539823008849635E+03  3.25147366998064743E-19
 -4.02654867256636498E+03  2.85014766319445093E-19
 -4.01769911504426273E+03  1.99261453484109800E-19
 -4.00884955752213136E+03  9.35722600022875623E-20
 -4.00000000000000000E+03  6.73815941297693894E-25
 -3.99115044247786864E+03  5.26739668266137769E-20
 -3.98230088495576638E+03  4.76991837640784759E-20
 -3.97345132743363502E+03  1.44086672323247874E-20
 -3.96460176991150365E+03  1.15809534624748503E-19
 -3.95575221238937229E+03  2.26527453608866995E-19
 -3.94690265486727003E+03  3.13383970873781576E-19
 -3.93805309734513867E+03  3.50015587129444996E-19
 -3.92920353982300730E+03  3.24952678154904588E-19
 -3.92035398230087594E+03  2.45286481567234529E-19
 -3.91150442477877368E+03  1.34756424435755926E-19
 -3.90265486725664232E+03  2.67662793700624147E-20
 -3.89380530973451096E+03  4.56188484133363274E-20
 -3.88495575221237959E+03  5.97013237432197381E-20
 -3.87610619469027733E+03  1.01659458071649776E-20
 -3.86725663716814597E+03  8.90841735597794373E-20
 -3.85840707964601461E+03  2.08894188588095817E-19
 -3.84955752212391235E+03  3.13499222938819777E-19
 -3.84070796460178099E+03  3.71282179469842830E-19
 -3.83185840707964962E+03  3.64414019432812891E-19
 -3.82300884955751826E+03  2.94439547041534079E-19
 -3.81415929203541600E+03  1.82062462518060916E-19
 -3.80530973451328464E+03  6.11189790896278973E-20
 -3.79646017699115328E+03  3.15092275402633204E-20
 -3.78761061946902191E+03  6.70380799713833254E-20
 -3.77876106194691965E+03  3.36158901800049992E-20
 -3.76991150442478829E+03  5.98590041480685287E-20
 -3.76106194690265693E+03  1.86161501609751000E-19
 -3.75221238938052556E+03  3.07751925010875268E-19
 -3.74336283185842331E+03  3.88022226488306987E-19
 -3.73451327433629194E+03  4.02409584910986273E-19
 -3.72566371681416058E+03  3.46006114706715430E-19
 -3.71681415929202922E+03  2.35310635030183038E-19
 -3.70796460176992696E+03  1.03512872574612712E-19
 -3.69911504424779559E+03  9.34692933835051285E-21
 -3.69026548672566423E+03  6.84283251612950519E-20
 -3.68141592920353287E+03  5.47269622714767354E-20
 -3.67256637168143061E+03  2.89473178968643906E-20
 -3.66371681415929925E+03  1.58526355721569517E-19
 -3.65486725663716788E+03  2.95693717232897584E-19
 -3.64601769911503652E+03  3.99311146987599272E-19
 -3.63716814159293426E+03  4.37856856161462187E-19
 -3.62831858407080290E+03  3.99117784303384639E-19
 -3.61946902654867154E+03  2.94159143575863139E-19
 -3.61061946902654017E+03  1.54288900007196133E-19
 -3.60176991150443791E+03  2.18412481192938836E-20
 -3.59292035398230655E+03  6.25113152652413737E-20
 -3.58407079646017519E+03  7.21176714041954729E-20
 -3.57522123893804383E+03  2.62678429100577498E-21
 -3.56637168141594157E+03  1.26381894299937068E-19
 -3.55752212389381020E+03  2.77003379144795989E-19
 -3.54867256637167884E+03  4.04248652464591644E-19
 -3.53982300884957658E+03  4.69592317359780675E-19
 -3.53097345132744522E+03  4.52750021474487270E-19
 -3.52212389380531386E+03  3.58088854364168933E-19
 -3.51327433628318249E+03  2.13650885208679305E-19
 -3.50442477876108023E+03  6.29816511351214374E-20
 -3.49557522123894887E+03  4.78598775221473232E-20
 -3.48672566371681751E+03  8.42383393602729698E-20
 -3.47787610619468614E+03  3.36123093744799295E-20
 -3.46902654867258389E+03  9.03450983828460295E-20
 -3.46017699115045252E+03  2.51518813852069153E-19
 -3.45132743362832116E+03  4.01986374539976915E-19
 -3.44247787610618980E+03  4.96387296997181793E-19
 -3.43362831858408754E+03  5.05722378929840975E-19
 -3.42477876106195617E+03  4.26388910466196168E-19
 -3.41592920353982481E+03  2.81642153100142237E-19
 -3.40707964601769345E+03  1.14929928703127209E-19
 -3.39823008849559119E+03  2.29958771785903764E-20
 -3.38938053097345983E+03  8.93718241269208874E-20
 -3.38053097345132846E+03  6.25154638364757072E-20
 -3.37168141592919710E+03  5.12860658435568692E-20
 -3.36283185840709484E+03  2.19272229439620265E-19
 -3.35398230088496348E+03  3.91759544366746928E-19
 -3.34513274336283212E+03  5.16967718306591068E-19
 -3.33628318584070075E+03  5.56701523014266501E-19
 -3.32743362831859849E+03  4.98143430725911055E-19
 -3.31858407079646713E+03  3.58121450136031688E-19
 -3.30973451327433577E+03  1.78445218411280514E-19
 -3.30088495575220441E+03  1.35919979066738036E-20
 -3.29203539823010215E+03  8.56358309038489767E-20
 -3.28318584070797078E+03  8.75837542170474262E-20
 -3.27433628318583942E+03  1.03592281231858763E-20
 -3.26548672566370806E+03  1.80528959293578636E-19
 -3.25663716814160580E+03  3.72923224958707399E-19
 -3.24778761061947444E+03  5.30038228639933902E-19
 -3.23893805309734307E+03  6.04207420788031565E-19
 -3.23008849557521171E+03  5.72219491792404025E-19
 -3.22123893805310945E+03  4.42738208605659595E-19
 -3.21238938053097809E+03  2.54162314551921411E-19
 -3.20353982300884672E+03  6.34281072214718137E-20
 -3.19469026548674447E+03  7.09867371715958053E-20
 -3.18584070796461310E+03  1.06789835604736136E-19
 -3.17699115044248174E+03  3.09630307790768503E-20
 -3.16814159292035038E+03  1.35830544569669869E-19
 -3.15929203539824812E+03  3.44993767088171522E-19
 -3.15044247787611675E+03  5.34311305298271729E-19
 -3.14159292035398539E+03  6.46623113494168999E-19
 -3.13274336283185403E+03  6.47256587336957361E-19
 -3.12389380530975177E+03  5.34907153673270558E-19
 -3.11504424778762041E+03  3.42561708929792431E-19
 -3.10619469026548904E+03  1.28027310358563301E-19
 -3.09734513274335768E+03  4.32248134189011794E-20
 -3.08849557522125542E+03  1.17814718001230528E-19
 -3.07964601769912406E+03  7.08536789309633633E-20
 -3.07079646017699270E+03  8.60429420711239060E-20
 -3.06194690265486133E+03  3.07696414735086003E-19
 -3.05309734513275907E+03  5.28542132895599854E-19
 -3.04424778761062771E+03  6.82208586256929110E-19
 -3.03539823008849635E+03  7.21657763870748911E-19
 -3.02654867256636498E+03  6.33782176067879646E-19
 -3.01769911504426273E+03  4.43937319631371134E-19
 -3.00884955752213136E+03  2.08869896544552954E-19
 -3.00000000000000000E+03  6.79903608860484347E-25
 -2.99115044247786864E+03  1.18029783097557494E-19
 -2.98230088495576638E+03  1.07090339359600891E-19
 -2.97345132743363502E+03  3.24110573690761957E-20
 -2.96460176991150365E+03  2.61020276737388422E-19
 -2.95575221238937229E+03  5.11570286789871766E-19
 -2.94690265486727003E+03  7.09119420930740502E-19
 -2.93805309734513867E+03  7.93582659940214375E-19
 -2.92920353982300730E+03  7.38229337624418441E-19
 -2.92035398230087594E+03  5.58361599812525066E-19
 -2.91150442477877368E+03  3.07373805987025530E-19
 -2.90265486725664232E+03  6.11772008240582535E-20
 -2.89380530973451096E+03  1.04476872769963672E-19
 -2.88495575221237959E+03  1.37009308257190514E-19
 -2.87610619469027733E+03  2.33787686160390576E-20
 -2.86725663716814597E+03  2.05282384602171697E-19
 -2.85840707964601461E+03  4.82369658717260091E-19
 -2.84955752212391235E+03  7.25431113394486390E-19
 -2.84070796460178099E+03  8.60942711442955127E-19
 -2.83185840707964962E+03  8.46798753557619034E-19
 -2.82300884955751826E+03  6.85647563941513808E-19
 -2.81415929203541600E+03  4.24863848491303909E-19
 -2.80530973451328464E+03  1.42934232019517353E-19
 -2.79646017699115328E+03  7.38454598239742599E-20
 -2.78761061946902191E+03  1.57452560947657159E-19
 -2.77876106194691965E+03  7.91260814469492622E-20
 -2.76991150442478829E+03  1.41203140790479464E-19
 -2.76106194690265693E+03  4.40108561662902091E-19
 -2.75221238938052556E+03  7.29170267600158869E-19
 -2.74336283185842331E+03  9.21398880893114841E-19
 -2.73451327433629194E+03  9.57694997922353047E-19
 -2.72566371681416058E+03  8.25307054549245494E-19
 -2.71681415929202922E+03  5.62537460451229640E-19
 -2.70796460176992696E+03  2.48020859425965450E-19
 -2.69911504424779559E+03  2.24456033956564341E-20
 -2.69026548672566423E+03  1.64705412008734116E-19
 -2.68141592920353287E+03  1.32030407232795753E-19
 -2.67256637168143061E+03  6.99963421779120564E-20
 -2.66371681415929925E+03  3.84222706826411018E-19
 -2.65486725663716788E+03  7.18354368912201502E-19
 -2.64601769911503652E+03  9.72362403211329586E-19
 -2.63716814159293426E+03  1.06874551966840941E-18
 -2.62831858407080290E+03  9.76504277287960012E-19
 -2.61946902654867154E+03  7.21426305467235052E-19
 -2.61061946902654017E+03  3.79303494433916429E-19
 -2.60176991150443791E+03  5.38250146953841817E-20
 -2.59292035398230655E+03  1.54421687181633576E-19
 -2.58407079646017519E+03  1.78587966129345988E-19
 -2.57522123893804383E+03  6.52183264910368295E-21
 -2.56637168141594157E+03  3.14504786860971962E-19
 -2.55752212389381020E+03  6.91042512591604479E-19
 -2.54867256637167884E+03  1.01099928700883258E-18
 -2.53982300884957658E+03  1.17736639631040466E-18
 -2.53097345132744522E+03  1.13800324874095660E-18
 -2.52212389380531386E+03  9.02352681469377931E-19
 -2.51327433628318249E+03  5.39755464272577492E-19
 -2.50442477876108023E+03  1.59522192676104282E-19
 -2.49557522123894887E+03  1.21532176098486564E-19
 -2.48672566371681751E+03  2.14465337283190736E-19
 -2.47787610619468614E+03  8.57988144502006435E-20
 -2.46902654867258389E+03  2.31215910930830314E-19
 -2.46017699115045252E+03  6.45400498027307799E-19
 -2.45132743362832116E+03  1.03423968851307751E-18
 -2.44247787610618980E+03  1.28052455233545895E-18
 -2.43362831858408754E+03  1.30810725656472146E-18
 -2.42477876106195617E+03  1.10587922012561406E-18
 -2.41592920353982481E+03  7.32448220853314211E-19
 -2.40707964601769345E+03  2.99707362751221999E-19
 -2.39823008849559119E+03  6.01306439929631538E-20
 -2.38938053097345983E+03  2.34342269177589274E-19
 -2.38053097345132846E+03  1.64378160823709955E-19
 -2.37168141592919710E+03  1.35226270681605716E-19
 -2.36283185840709484E+03  5.79785187953785300E-19
 -2.35398230088496348E+03  1.03879390654338534E-18
 -2.34513274336283212E+03  1.37469534948253067E-18
 -2.33628318584070075E+03  1.48458773330639765E-18
 -2.32743362831859849E+03  1.33224966152459461E-18
 -2.31858407079646713E+03  9.60542943539139051E-19
 -2.30973451327433577E+03  4.80014623731893223E-19
 -2.30088495575220441E+03  3.66703945713603852E-20
 -2.29203539823010215E+03  2.31712851988300322E-19
 -2.28318584070797078E+03  2.37686767806215116E-19
 -2.27433628318583942E+03  2.81955600043671495E-20
 -2.26548672566370806E+03  4.92855274390454619E-19
 -2.25663716814160580E+03  1.02117770560042466E-18
 -2.24778761061947444E+03  1.45581422967496388E-18
 -2.23893805309734307E+03  1.66459893178100517E-18
 -2.23008849557521171E+03  1.58131749648350821E-18
 -2.22123893805310945E+03  1.22728247922993320E-18
 -2.21238938053097809E+03  7.06737718801908425E-19
 -2.20353982300884672E+03  1.76924813258730833E-19
 -2.19469026548674447E+03  1.98629986234756937E-19
 -2.18584070796461310E+03  2.99760021522694506E-19
 -2.17699115044248174E+03  8.71917660069896127E-20
 -2.16814159292035038E+03  3.83718920038982971E-19
 -2.15929203539824812E+03  9.77751244710309401E-19
 -2.15044247787611675E+03  1.51922086918377457E-18
 -2.14159292035398539E+03  1.84457344529803522E-18
 -2.13274336283185403E+03  1.85245781389599400E-18
 -2.12389380530975177E+03  1.53598321228848386E-18
 -2.11504424778762041E+03  9.86943725925395121E-19
 -2.10619469026548904E+03  3.70093730241515093E-19
 -2.09734513274335768E+03  1.25371932477883182E-19
 -2.08849557522125542E+03  3.42880965822640237E-19
 -2.07964601769912406E+03  2.06914506039959846E-19
 -2.07079646017699270E+03  2.52133808455717368E-19
 -2.06194690265486133E+03  9.04778351154101240E-19
 -2.05309734513275907E+03  1.55959416379010276E-18
 -2.04424778761062771E+03  2.02009170133353210E-18
 -2.03539823008849635E+03  2.14445555880078533E-18
 -2.02654867256636498E+03  1.89002586472022088E-18
 -2.01769911504426273E+03  1.32862258531601371E-18
 -2.00884955752213136E+03  6.27362804224836279E-19
 -2.00000000000000000E+03  6.86119164800275756E-25
 -1.99115044247786864E+03  3.57098891467951561E-19
 -1.98230088495576638E+03  3.25193889735242787E-19
 -1.97345132743363502E+03  9.87828900037511455E-20
 -1.96460176991150365E+03  7.98516843696702526E-19
 -1.95575221238937229E+03  1.57087639856766755E-18
 -1.94690265486727003E+03  2.18571587385021366E-18
 -1.93805309734513867E+03  2.45536023733488266E-18
 -1.92920353982300730E+03  2.29284319174337973E-18
 -1.92035398230087594E+03  1.74088491816349547E-18
 -1.91150442477877368E+03  9.62065381125873187E-19
 -1.90265486725664232E+03  1.92231512240172031E-19
 -1.89380530973451096E+03  3.29576687129157838E-19
 -1.88495575221240870E+03  4.33916191592338774E-19
 -1.87610619469027733E+03  7.43388219021309363E-20
 -1.86725663716814597E+03  6.55357029620626220E-19
 -1.85840707964601461E+03  1.54618540258952107E-18
 -1.84955752212391235E+03  2.33477482342033687E-18
 -1.84070796460178099E+03  2.78229232067400280E-18
 -1.83185840707964962E+03  2.74790082378845041E-18
 -1.82300884955751826E+03  2.23422533365801686E-18
 -1.81415929203541600E+03  1.39025381244937399E-18
 -1.80530973451328464E+03  4.69691560333696925E-19
 -1.79646017699115328E+03  2.43691662225506120E-19
 -1.78761061946902191E+03  5.21826800333154143E-19
 -1.77876106194691965E+03  2.63371979142112282E-19
 -1.76991150442478829E+03  4.72036023335046783E-19
 -1.76106194690265693E+03  1.47771476803944735E-18
 -1.75221238938052556E+03  2.45908113785802797E-18
 -1.74336283185842331E+03  3.12117925587800456E-18
 -1.73451327433629194E+03  3.25866454704675250E-18
 -1.72566371681416058E+03  2.82087531552285949E-18
 -1.71681415929202922E+03  1.93148083060207392E-18
 -1.70796460176992696E+03  8.55486127275471329E-19
 -1.69911504424779559E+03  7.77761139809418396E-20
 -1.69026548672566423E+03  5.73385418047127793E-19
 -1.68141592920353287E+03  4.61790047864985616E-19
 -1.67256637168143061E+03  2.45973052435853055E-19
 -1.66371681415929925E+03  1.35662516117222807E-18
 -1.65486725663716788E+03  2.54855322816244713E-18
 -1.64601769911503652E+03  3.46638754240234971E-18
 -1.63716814159293426E+03  3.82854227418217039E-18
 -1.62831858407080290E+03  3.51527991966357929E-18
 -1.61946902654867154E+03  2.60988305278636641E-18
 -1.61061946902654017E+03  1.37903810850272292E-18
 -1.60176991150443791E+03  1.96677269434224115E-19
 -1.59292035398230655E+03  5.67110219498093128E-19
 -1.58407079646017519E+03  6.59210463613917860E-19
 -1.57522123893804383E+03  2.41994276211291120E-20
 -1.56637168141594157E+03  1.17293600657149511E-18
 -1.55752212389381020E+03  2.59070341965860963E-18
 -1.54867256637167884E+03  3.81019908464704740E-18
 -1.53982300884957658E+03  4.46078018190753983E-18
 -1.53097345132744522E+03  4.33474770310606789E-18
 -1.52212389380531386E+03  3.45570625018508193E-18
 -1.51327433628318249E+03  2.07834245484673115E-18
 -1.50442477876108023E+03  6.17619591321364985E-19
 -1.49557522123894887E+03  4.73136878754793612E-19
 -1.48672566371681751E+03  8.39600072947633974E-19
 -1.47787610619468614E+03  3.37782776359091397E-19
 -1.46902654867258389E+03  9.15439598106899999E-19
 -1.46017699115045252E+03  2.56993489013946510E-18
 -1.45132743362832116E+03  4.14205037471706842E-18
 -1.44247787610618980E+03  5.15827701826208006E-18
 -1.43362831858408754E+03  5.30034643129618000E-18
 -1.42477876106195617E+03  4.50748866376046532E-18
 -1.41592920353982481E+03  3.00325466414172624E-18
 -1.40707964601769345E+03  1.23629967133005799E-18
 -1.39823008849559119E+03  2.49546337337396219E-19
 -1.38938053097345983E+03  9.78510499046160382E-19
 -1.38053097345132846E+03  6.90620938681254295E-19
 -1.37168141592919710E+03  5.71685486817601041E-19
 -1.36283185840709484E+03  2.46656277266465878E-18
 -1.35398230088496348E+03  4.44740366796900611E-18
 -1.34513274336283212E+03  5.92325272389270560E-18
 -1.33628318584070075E+03  6.43815299849399210E-18
 -1.32743362831859849E+03  5.81524526726045257E-18
 -1.31858407079646713E+03  4.22038389232099219E-18
 -1.30973451327433577E+03  2.12309121842549091E-18
 -1.30088495575220441E+03  1.63282941664982230E-19
 -1.29203539823010215E+03  1.03872427790400646E-18
 -1.28318584070797078E+03  1.07279086512462609E-18
 -1.27433628318583942E+03  1.28135099688437307E-19
 -1.26548672566370806E+03  2.25543222292272499E-18
 -1.25663716814160580E+03  4.70603488185703702E-18
 -1.24778761061947444E+03  6.75665619724197934E-18
 -1.23893805309734307E+03  7.78102276374120943E-18
 -1.23008849557521171E+03  7.44521085400111681E-18
 -1.22123893805310945E+03  5.82054186857592213E-18
 -1.21238938053097809E+03  3.37651545831992148E-18
 -1.20353982300884672E+03  8.51574541420070306E-19
 -1.19469026548674447E+03  9.63230429545060259E-19
 -1.18584070796461310E+03  1.46468975990891129E-18
 -1.17699115044248174E+03  4.29306877127767513E-19
 -1.16814159292035038E+03  1.90393991250241962E-18
 -1.15929203539824812E+03  4.88937439866574198E-18
 -1.15044247787611675E+03  7.65709994775438693E-18
 -1.14159292035398539E+03  9.37113521693967714E-18
 -1.13274336283185403E+03  9.48707621137566814E-18
 -1.12389380530975177E+03  7.93037773182867559E-18
 -1.11504424778762041E+03  5.13758802026837503E-18
 -1.10619469026548904E+03  1.94256284420211047E-18
 -1.09734513274335768E+03  6.63581754538145986E-19
 -1.08849557522125542E+03  1.83024837253222254E-18
 -1.07964601769912406E+03  1.11395570188720837E-18
 -1.07079646017699270E+03  1.36916099422669660E-18
 -1.06194690265486133E+03  4.95626684207599356E-18
 -1.05309734513275907E+03  8.61891985596253663E-18
 -1.04424778761062771E+03  1.12637243286709153E-17
 -1.03539823008849635E+03  1.20653336678641293E-17
 -1.02654867256636498E+03  1.07310887042997643E-17
 -1.01769911504426273E+03  7.61332827690915312E-18
 -1.00884955752213136E+03  3.62854548878411867E-18
 -1.00000000000000000E+03  6.92418661111505565E-25
 -9.91150442477868637E+02  2.10483091277940994E-18
 -9.82300884955766378E+02  1.93529996733028050E-18
 -9.73451327433635015E+02  5.93619207076759660E-19
 -9.64601769911503652E+02  4.84600638075356475E-18
 -9.55752212389372289E+02  9.62857472388110445E-18
 -9.46902654867270030E+02  1.35326577339806515E-17
 -9.38053097345138667E+02  1.53576332845043062E-17
 -9.29203539823007304E+02  1.44895307945009994E-17
 -9.20353982300875941E+02  1.11166282239974732E-17
 -9.11504424778773682E+02  6.20845913575539415E-18
 -9.02654867256642319E+02  1.25381958267639474E-18
 -8.93805309734510956E+02  2.17295210409779833E-18
 -8.84955752212408697E+02  2.89228629716142038E-18
 -8.76106194690277334E+02  5.01017123707234248E-19
 -8.67256637168145971E+02  4.46650164408346537E-18
 -8.58407079646014608E+02  1.06577908751400313E-17
 -8.49557522123912349E+02  1.62789707968561740E-17
 -8.40707964601780986E+02  1.96255822361580853E-17
 -8.31858407079649623E+02  1.96119804693990112E-17
 -8.23008849557518261E+02  1.61365976568572917E-17
 -8.14159292035416001E+02  1.01626971467742788E-17
 -8.05309734513284639E+02  3.47555664253757432E-18
 -7.96460176991153276E+02  1.82563909206093042E-18
 -7.87610619469021913E+02  3.95853772454272349E-18
 -7.78761061946919654E+02  2.02340442450041161E-18
 -7.69911504424788291E+02  3.67335414868956029E-18
 -7.61061946902656928E+02  1.16500630596009024E-17
 -7.52212389380525565E+02  1.96442404870967117E-17
 -7.43362831858423306E+02  2.52686695189373491E-17
 -7.34513274336291943E+02  2.67413179197449046E-17
 -7.25663716814160580E+02  2.34685583453161920E-17
 -7.16814159292029217E+02  1.62942323939437506E-17
 -7.07964601769926958E+02  7.31949188114061207E-18
 -6.99115044247795595E+02  6.75025155718718519E-19
 -6.90265486725664232E+02  5.04916819399500932E-18
 -6.81415929203532869E+02  4.12670577676726120E-18
 -6.72566371681430610E+02  2.23111060235813744E-18
 -6.63716814159299247E+02  1.24929099444614872E-17
 -6.54867256637167884E+02  2.38320740290996105E-17
 -6.46017699115036521E+02  3.29235602082803014E-17
 -6.37168141592934262E+02  3.69423161263078654E-17
 -6.28318584070802899E+02  3.44677842472991541E-17
 -6.19469026548671536E+02  2.60100667275875038E-17
 -6.10619469026540173E+02  1.39723791193040761E-17
 -6.01769911504437914E+02  2.02643288292233034E-18
 -5.92920353982306551E+02  5.94344609664420632E-18
 -5.84070796460175188E+02  7.02917548326499531E-18
 -5.75221238938043825E+02  2.62617194698756151E-19
 -5.66371681415941566E+02  1.29576818980261166E-17
 -5.57522123893810203E+02  2.91434448530896445E-17
 -5.48672566371678840E+02  4.36583536159651714E-17
 -5.39823008849576581E+02  5.20782793835039779E-17
 -5.30973451327445218E+02  5.15785034269969730E-17
 -5.22123893805313855E+02  4.19215478921725515E-17
 -5.13274336283182492E+02  2.57130314723726592E-17
 -5.04424778761080233E+02  7.79537447295093819E-18
 -4.95575221238948870E+02  6.09437002318198243E-18
 -4.86725663716817508E+02  1.10406248294152724E-17
 -4.77876106194686145E+02  4.53621829510518274E-18
 -4.69026548672583885E+02  1.25597171196690827E-17
 -4.60176991150452523E+02  3.60356244523245663E-17
 -4.51327433628321160E+02  5.93819299130414595E-17
 -4.42477876106189797E+02  7.56391850222857951E-17
 -4.33628318584087538E+02  7.95296425642610509E-17
 -4.24778761061956175E+02  6.92351534978530750E-17
 -4.15929203539824812E+02  4.72434485296512056E-17
 -4.07079646017693449E+02  1.99262971720788468E-17
 -3.98230088495591190E+02  4.12294822814006167E-18
 -3.89380530973459827E+02  1.65800709497048206E-17
 -3.80530973451328464E+02  1.20071203802195002E-17
 -3.71681415929197101E+02  1.02036333360303798E-17
 -3.62831858407094842E+02  4.52187248272367991E-17
 -3.53982300884963479E+02  8.37909030404644445E-17
 -3.45132743362832116E+02  1.14751561410088529E-16
 -3.36283185840700753E+02  1.28327489018799512E-16
 -3.27433628318598494E+02  1.19329308941942317E-16
 -3.18584070796467131E+02  8.92116054425251139E-17
 -3.09734513274335768E+02  4.62601949614099668E-17
 -3.00884955752204405E+02  3.66977591718416236E-18
 -2.92035398230102146E+02  2.40965403323469824E-17
 -2.83185840707970783E+02  2.57061870445162666E-17
 -2.74336283185839420E+02  3.17378893169568734E-18
 -2.65486725663708057E+02  5.77917455769071487E-17
