# m  |         E [GHz]
  -51.0  -1.21667357581499164E+03
  -50.0  -1.21692373755579865E+03
  -50.0  -1.21642470189546384E+03
  -49.0  -1.21717388203212545E+03
  -49.0  -1.21667485507380638E+03
  -49.0  -1.21617581103147768E+03
  -48.0  -1.21742400923034802E+03
  -48.0  -1.21692499097851692E+03
  -48.0  -1.21642595562283282E+03
  -48.0  -1.21592690317578194E+03
  -47.0  -1.21767411912877151E+03
  -47.0  -1.21717510958569846E+03
  -47.0  -1.21667608293285366E+03
  -47.0  -1.21617703915668631E+03
  -47.0  -1.21567797827377285E+03
  -46.0  -1.21792421170136640E+03
  -46.0  -1.21742521087177670E+03
  -46.0  -1.21692619293115990E+03
  -46.0  -1.21642715784873849E+03
  -46.0  -1.21592810562251339E+03
  -46.0  -1.21542903626410680E+03
  -45.0  -1.21817428692037424E+03
  -45.0  -1.21767529481326164E+03
  -45.0  -1.21717628559198033E+03
  -45.0  -1.21667725921878809E+03
  -45.0  -1.21617821567597366E+03
  -45.0  -1.21567915496296473E+03
  -45.0  -1.21518007707977881E+03
  -44.0  -1.21842434475820892E+03
  -44.0  -1.21792536138720743E+03
  -44.0  -1.21742636089313601E+03
  -44.0  -1.21692734324010326E+03
  -44.0  -1.21642830840036368E+03
  -44.0  -1.21592925636180871E+03
  -44.0  -1.21543018711754485E+03
  -44.0  -1.21493110064949656E+03
  -43.0  -1.21867438518878362E+03
  -43.0  -1.21817541057187509E+03
  -43.0  -1.21767641881536747E+03
  -43.0  -1.21717740989157051E+03
  -43.0  -1.21667838376929899E+03
  -43.0  -1.21617934042729939E+03
  -43.0  -1.21568027985192566E+03
  -43.0  -1.21518120202357909E+03
  -43.0  -1.21468210689912439E+03
  -42.0  -1.21892440818844648E+03
  -42.0  -1.21842544234734260E+03
  -42.0  -1.21792645934195980E+03
  -42.0  -1.21742745915669752E+03
  -42.0  -1.21692844176301173E+03
  -42.0  -1.21642940713436360E+03
  -42.0  -1.21593035525091318E+03
  -42.0  -1.21543128609121004E+03
  -42.0  -1.21493219961708678E+03
  -42.0  -1.21443309575315925E+03
  -41.0  -1.21917441373661700E+03
  -41.0  -1.21867545669599144E+03
  -41.0  -1.21817648245855798E+03
  -41.0  -1.21767749102270386E+03
  -41.0  -1.21717848236730174E+03
  -41.0  -1.21667945646501289E+03
  -41.0  -1.21618041329144376E+03
  -41.0  -1.21568135282282083E+03
  -41.0  -1.21518227502437594E+03
  -41.0  -1.21468317983361726E+03
  -41.0  -1.21418406713614831E+03
  -40.0  -1.21942440181616280E+03
  -40.0  -1.21892545360282838E+03
  -40.0  -1.21842648815314101E+03
  -40.0  -1.21792750547989181E+03
  -40.0  -1.21742850557254224E+03
  -40.0  -1.21692948840723852E+03
  -40.0  -1.21643045395766035E+03
