# m  |         E [GHz]
  -51.0  -1.60465665489506366E-02
  -50.0  -2.66208307354576845E-01
  -50.0   2.32827352979936036E-01
  -49.0  -5.16352783684212668E-01
  -49.0  -1.73258253647916687E-02
  -49.0   4.81718216963184565E-01
  -48.0  -7.66479981906372565E-01
  -48.0  -2.67461730075229498E-01
  -48.0   2.31573625610124539E-01
  -48.0   7.30626072660350512E-01
  -47.0  -1.01658988033147568E+00
  -47.0  -5.17580337256640988E-01
  -47.0  -1.85536844126430595E-02
  -47.0   4.80490091755073345E-01
  -47.0   9.79550974667563246E-01
  -46.0  -1.26668245292444825E+00
  -46.0  -7.67681623335917496E-01
  -46.0  -2.68663682718466301E-01
  -46.0   2.30371399702621493E-01
  -46.0   7.29423625928086294E-01
  -46.0   1.22849298433407861E+00
  -45.0  -1.51675767193360023E+00
  -45.0  -1.01776556482098290E+00
  -45.0  -5.18756343539496290E-01
  -45.0  -1.97299703464757434E-02
  -45.0   4.79313572467003679E-01
  -45.0   9.78374285476088290E-01
  -45.0   1.47745216866110018E+00
  -44.0  -1.76681550976910495E+00
  -44.0  -1.26783213876645262E+00
  -44.0  -7.68831644695129657E-01
  -44.0  -2.69813991661051245E-01
  -44.0   2.29220848077284933E-01
  -44.0   7.28272886632584271E-01
  -44.0   1.22734213089715660E+00
  -44.0   1.72642859894422585E+00
  -43.0  -2.01685594034270155E+00
  -43.0  -1.51788132343287585E+00
  -43.0  -1.01888956692607469E+00
  -43.0  -5.19880643128704523E-01
  -43.0  -2.08545208569487911E-02
  -43.0   4.78188821142273457E-01
  -43.0   9.77249396517160251E-01
  -43.0   1.47632722486235290E+00
  -43.0   1.97542234931631699E+00
  -42.0  -2.26687894000550738E+00
  -42.0  -1.76791309890100257E+00
  -42.0  -1.26893009351773034E+00
  -42.0  -7.69929908255706508E-01
  -42.0  -2.70912514569334406E-01
  -42.0   2.28122114077995347E-01
  -42.0   7.27173997528649974E-01
  -42.0   1.22624315723205601E+00
  -42.0   1.72532963135462780E+00
  -42.0   2.22443349528153034E+00
  -41.0  -2.51688448817536159E+00
  -41.0  -2.01792744754870279E+00
  -41.0  -1.51895321011566908E+00
  -41.0  -1.01996177426116952E+00
  -41.0  -5.20953118858098030E-01
  -41.0  -2.19272165714502545E-02
  -41.0   4.77115956999552560E-01
  -41.0   9.76176425621126720E-01
  -41.0   1.47525422406529971E+00
  -41.0   1.97434941482431592E+00
  -41.0   2.47346211229136070E+00
  -40.0  -2.76687256772017420E+00
  -40.0  -2.26792435438767281E+00
  -40.0  -1.76895890469906991E+00
  -40.0  -1.26997623144939387E+00
  -40.0  -7.70976324100267951E-01
  -40.0  -2.71959158796802436E-01
  -40.0   2.27075290783279621E-01
  -40.0   7.26127050553575626E-01
  -40.0   1.22519615322816455E+00
  -40.0   1.72428265199889719E+00
  -40.0   2.22338663934730718E+00
  -40.0   2.72250827439276266E+00
  -39.0  -3.01684316514926465E+00
  -39.0  -2.51790380728018182E+00
  -39.0  -2.01894716760926096E+00
  -39.0  -1.51997327270880267E+00
  -39.0  -1.02098212427899648E+00
  -39.0  -5.21973705539228505E-01
  -39.0  -2.29479913888741144E-02
  -39.0   4.76095045302586839E-01
  -39.0   9.75155436107227103E-01
  -39.0   1.47423322729802320E+00
  -39.0   1.97332849527255028E+00
  -39.0   2.47244136779574930E+00
  -39.0   2.97157205296674709E+00
  -38.0  -3.26679627065485789E+00
  -38.0  -2.76786579705057401E+00
  -38.0  -2.26891799155452034E+00
  -38.0  -1.76995289313631377E+00
  -38.0  -1.27097051621825718E+00
  -38.0  -7.71970853693499159E-01
  -38.0  -2.72953884753044551E-01
  -38.0   2.26080417212338319E-01
  -38.0   7.25132082922317789E-01
  -38.0   1.22420115368074822E+00
  -38.0   1.72328769364690437E+00
  -38.0   2.22239180692484295E+00
  -38.0   2.72151366102675762E+00
  -38.0   3.22065351556890223E+00
  -37.0  -3.51673187803802456E+00
  -37.0  -3.01781031750478235E+00
  -37.0  -2.51887137158726571E+00
  -37.0  -2.01991508983262102E+00
  -37.0  -1.52094149905388165E+00
  -37.0  -1.02195060326530607E+00
  -37.0  -5.22942388598659158E-01
  -37.0  -2.39168311732771630E-02
  -37.0   4.75126098467021751E-01
  -37.0   9.74186437887825551E-01
  -37.0   1.47326424195291339E+00
  -37.0   1.97235959676744832E+00
